vid,Woord,id
40026047,13,7
40026047,17,7
40026047,21,7
40026051,6,7
40026055,15,7
40026058,18,7
40026059,14,7
40026061,12,7
40026063,14,7
40026064,19,7
40026064,25,7
40026069,19,7
40026071,18,7
40026072,5,7
40026073,14,7
40027001,15,7
40027007,6,7
40027009,6,7
40027009,22,7
40027012,7,7
40027019,5,7
40027021,10,7
40027024,24,7
40027029,5,7
40027029,8,7
40027034,6,7
40027038,9,7
40027038,13,7
40027040,21,7
40027041,7,7
40027042,14,7
40027048,6,7
40027053,4,7
40027054,7,7
40027055,14,7
40027057,8,7
40027064,23,7
40027066,11,7
40028002,11,7
40028002,18,7
40028007,11,7
40028008,5,7
40028008,8,7
40028012,4,7
40028014,6,7
40028018,16,7
40028020,12,7
41001002,15,7
41001005,16,7
41001009,19,7
41001010,5,7
41001011,5,7
41001013,10,7
41001013,15,7
41001020,15,7
41001025,11,7
41001026,14,7
41001029,4,7
41001029,15,7
41001030,12,7
41001036,9,7
41001042,7,7
41001044,17,7
41002001,7,7
41002003,9,7
41002010,12,7
41002016,12,7
41002016,25,7
41002019,17,7
41002019,26,7
41002020,7,7
41002021,16,7
41002023,9,7
41002025,19,7
41003005,5,7
41003006,7,7
41003006,12,7
41003007,5,7
41003007,16,7
41003007,22,7
41003008,3,7
41003008,6,7
41003014,11,7
41003021,5,7
41003022,6,7
41004001,32,7
41004016,17,7
41004025,15,7
41004026,16,7
41004031,8,7
41004031,17,7
41004036,17,7
41005002,5,7
41005002,11,7
41005004,12,7
41005005,4,7
41005008,10,7
41005013,22,7
41005016,12,7
41005017,7,7
41005018,13,7
41005024,4,7
41005026,5,7
41005026,11,7
41005027,3,7
41005029,16,7
41005030,10,7
41005034,18,7
41005035,6,7
41005037,6,7
41005040,19,7
41006002,33,7
41006014,20,7
41006016,14,7
41006025,5,7
41006033,12,7
41006043,9,7
41006047,16,7
41006048,24,7
41006049,6,7
41006050,12,7
41006051,15,7
41006054,5,7
41007001,13,7
41007004,3,7
41007006,11,7
41007006,31,7
41007011,19,7
41007015,16,7
41007017,8,7
41007017,16,7
41007020,6,7
41007021,4,7
41007025,6,7
41007026,17,7
41007028,18,7
41007029,11,7
41007031,5,7
41007031,10,7
41007033,5,7
41008004,16,7
41008006,7,7
41008010,9,7
41008011,11,7
41008011,15,7
41008014,13,7
41008015,8,7
41008030,8,7
41008031,16,7
41008038,34,7
41009003,14,7
41009007,10,7
41009008,13,7
41009009,5,7
41009009,22,7
41009010,12,7
41009017,6,7
41009020,17,7
41009024,8,7
41009025,27,7
41009030,6,7
41009040,6,7
41009040,8,7
41010010,10,7
41010020,10,7
41010025,5,7
41010030,24,7
41010037,11,7
41010037,16,7
41010040,5,7
41010040,9,7
41010040,18,7
41010041,8,7
41010045,19,7
41011004,13,7
41011008,15,7
41011011,23,7
41011012,7,7
41011014,10,7
41011016,9,7
41011020,9,7
41011025,10,7
41011030,8,7
41011030,12,7
41011031,9,7
41011032,4,7
41012002,11,7
41012002,15,7
41012011,2,7
41012014,15,7
41012014,24,7
41012025,4,7
41012026,14,7
41012030,8,7
41012030,14,7
41012030,20,7
41012030,26,7
41012032,9,7
41012033,6,7
41012033,12,7
41012033,17,7
41012033,22,7
41012034,15,7
41012036,18,7
41012038,10,7
41012044,4,7
41012044,11,7
41013001,5,7
41013001,11,7
41013009,16,7
41013013,5,7
41013015,4,7
41013015,16,7
41013019,12,7
41013025,6,7
41013026,12,7
41013027,13,7
41013027,17,7
41014003,29,7
41014007,7,7
41014014,21,7
41014017,6,7
41014018,15,7
41014018,21,7
41014020,8,7
41014020,13,7
41014021,11,7
41014021,18,7
41014023,11,7
41014024,15,7
41014025,10,7
41014033,12,7
41014035,6,7
41014035,16,7
41014036,14,7
41014043,16,7
41014043,20,7
41014043,24,7
41014048,12,7
41014051,10,7
41014052,9,7
41014054,19,7
41014055,10,7
41014056,5,7
41014057,6,7
41014058,16,7
41014062,14,7
41014062,21,7
41014067,12,7
41014069,14,7
41014070,16,7
41014072,4,7
41015001,11,7
41015007,7,7
41015021,9,7
41015027,9,7
41015027,13,7
41015030,5,7
41015031,9,7
41015032,10,7
41015039,8,7
41015043,5,7
41015045,4,7
41015046,19,7
41016003,11,7
41016008,5,7
41016009,12,7
41016010,6,7
41016011,8,7
41016012,6,7
41016014,21,7
41016019,16,7
41016020,14,7
42001001,7,7
42001002,6,7
42001004,4,7
42001005,15,7
42001005,22,7
42001011,8,7
42001015,20,7
42001020,10,7
42001026,12,7
42001027,9,7
42001028,13,7
42001038,17,7
42001039,13,7
42001045,12,7
42001048,12,7
42001052,4,7
42001058,16,7
42001061,9,7
42001066,23,7
42001070,4,7
42001070,9,7
42001071,3,7
42001071,7,7
42001072,4,7
42001074,6,7
42001078,12,7
42002001,10,7
42002004,6,7
42002004,9,7
42002004,25,7
42002014,7,7
42002015,6,7
42002017,5,7
42002017,11,7
42002018,7,7
42002018,10,7
42002021,18,7
42002021,21,7
42002026,6,7
42002027,27,7
42002033,14,7
42002035,13,7
42002036,8,7
42002036,17,7
42002036,21,7
42002037,12,7
42002038,12,7
42002051,4,7
42003002,2,7
42003007,8,7
42003007,16,7
42003008,25,7
42003015,13,7
42003019,8,7
42003019,10,7
42003019,19,7
42003022,16,7
42004001,8,7
42004002,5,7
42004010,9,7
42004011,4,7
42004013,9,7
42004013,11,7
42004014,17,7
42004014,21,7
42004015,10,7
42004022,15,7
42004025,2,7
42004027,9,7
42004029,16,7
42004030,5,7
42004035,11,7
42004035,22,7
42004037,5,7
42004038,4,7
42004038,26,7
42004041,6,7
42004042,25,7
42005002,13,7
42005003,14,7
42005003,21,7
42005005,9,7
42005008,13,7
42005010,24,7
42005013,16,7
42005014,16,7
42005015,7,7
42005015,16,7
42005015,18,7
42005017,23,7
42005018,6,7
42005019,15,7
42005024,12,7
42005029,21,7
42005030,17,7
42005034,18,7
42005035,8,7
42005036,11,7
42005036,34,7
42006001,9,7
42006003,20,7
42006004,21,7
42006007,18,7
42006013,12,7
42006017,4,7
42006017,7,7
42006017,20,7
42006017,38,7
42006018,5,7
42006019,11,7
42006028,7,7
42006029,13,7
42006030,9,7
42006034,5,7
42006042,33,7
42006044,5,7
42006044,12,7
42006044,17,7
42006045,5,7
42006045,19,7
42007003,4,7
42007006,14,7
42007017,11,7
42007018,8,7
42007021,8,7
42007024,12,7
42007024,21,7
42007027,4,7
42007027,13,7
42007030,17,7
42007035,6,7
42007036,10,7
42007045,8,7
42008002,8,7
42008002,17,7
42008003,16,7
42008004,14,7
42008012,18,7
42008013,4,7
42008013,10,7
42008014,13,7
42008014,18,7
42008016,14,7
42008018,22,7
42008027,12,7
42008029,9,7
42008029,28,7
42008033,6,7
42008033,17,7
42008035,17,7
42008037,13,7
42008038,7,7
42008043,8,7
42008043,19,7
42008046,14,7
42008049,7,7
42009005,9,7
42009005,16,7
42009007,9,7
42009007,17,7
42009007,22,7
42009008,2,7
42009009,13,7
42009011,13,7
42009022,13,7
42009033,8,7
42009035,5,7
42009037,10,7
42009038,5,7
42009039,15,7
42009039,20,7
42009045,11,7
42009045,21,7
42009049,22,7
42009050,14,7
42009050,16,7
42009052,5,7
42009054,16,7
42010001,18,7
42010007,12,7
42010007,24,7
42010011,8,7
42010017,7,7
42010018,10,7
42010021,26,7
42010022,11,7
42010027,11,7
42010037,9,7
42010042,17,7
42011002,30,7
42011004,24,7
42011005,7,7
42011006,6,7
42011007,18,7
42011011,4,7
42011011,20,7
42011013,19,7
42011015,4,7
42011016,6,7
42011016,9,7
42011023,5,7
42011023,7,7
42011023,14,7
42011024,7,7
42011024,11,7
42011026,6,7
42011027,13,7
42011031,8,7
42011031,19,7
42011032,8,7
42011038,11,7
42011049,17,7
42011050,11,7
42011050,14,7
42011051,2,7
42011051,21,7
42011053,16,7
42011054,7,7
42012001,21,7
42012003,23,7
42012004,10,7
42012006,10,7
42012013,5,7
42012013,15,7
42012015,9,7
42012015,22,7
42012020,15,7
42012025,4,7
42012026,8,7
42012036,12,7
42012042,19,7
42012046,26,7
42012048,19,7
42012052,4,7
42012054,11,7
42012057,5,7
42012058,5,7
42012058,17,7
42013001,11,7
42013001,19,7
42013007,10,7
42013012,13,7
42013015,23,7
42013016,19,7
42013017,22,7
42013021,9,7
42013024,4,7
42013025,2,7
42013027,12,7
42013029,4,7
42013029,9,7
42014008,4,7
42014008,18,7
42014009,17,7
42014018,4,7
42014028,4,7
42014033,5,7
42015004,4,7
42015004,11,7
42015016,5,7
42015029,25,7
42015030,13,7
42015031,9,7
42016002,10,7
42016003,17,7
42016004,8,7
42016009,9,7
42016018,16,7
42016021,5,7
42016021,10,7
42016022,10,7
42016030,11,7
42016031,15,7
42017001,17,7
42017007,4,7
42017007,13,7
42017011,13,7
42017015,4,7
42017015,10,7
42017020,4,7
42017020,23,7
42017024,7,7
42017025,10,7
42017027,6,7
42017029,7,7
42017029,13,7
42017031,8,7
42017034,9,7
42018003,16,7
42018008,21,7
42018021,8,7
42018025,6,7
42018031,18,7
42018034,13,7
42019003,12,7
42019022,5,7
42019024,7,7
42019026,19,7
42019037,25,7
42019039,6,7
42019042,21,7
42020004,5,7
42020004,9,7
42020005,11,7
42020006,5,7
42020010,11,7
42020021,18,7
42020035,13,7
42020037,10,7
42020042,16,7
42020046,3,7
42021004,5,7
42021004,17,7
42021005,5,7
42021011,16,7
42021016,5,7
42021016,15,7
42021017,5,7
42021018,4,7
42021020,6,7
42021023,19,7
42021024,16,7
42021024,18,7
42021025,12,7
42021026,4,7
42021027,12,7
42021030,6,7
42022003,11,7
42022006,10,7
42022011,21,7
42022015,12,7
42022015,14,7
42022016,9,7
42022018,9,7
42022018,12,7
42022019,18,7
42022020,21,7
42022021,9,7
42022021,11,7
42022022,17,7
42022023,12,7
42022028,7,7
42022030,6,7
42022030,16,7
42022032,5,7
42022033,7,7
42022035,8,7
42022037,15,7
42022037,21,7
42022040,4,7
42022041,5,7
42022042,10,7
42022043,6,7
42022045,4,7
42022045,14,7
42022050,6,7
42022052,21,7
42022053,6,7
42022058,11,7
42022059,11,7
42022059,15,7
42022069,2,7
42022069,12,7
42022071,13,7
42023005,11,7
42023005,17,7
42023007,5,7
42023008,12,7
42023008,22,7
42023008,29,7
42023012,15,7
42023014,29,7
42023026,11,7
42023033,19,7
42023033,23,7
42023043,11,7
42023049,16,7
42023051,12,7
42023055,9,7
42024002,7,7
42024004,8,7
42024005,20,7
42024009,4,7
42024013,5,7
42024014,7,7
42024019,11,7
42024021,23,7
42024022,6,7
42024027,4,7
42024027,7,7
42024027,18,7
42024029,7,7
42024030,8,7
42024031,14,7
42024041,6,7
42024044,33,7
42024046,16,7
42024049,23,7
42024051,10,7
42024052,9,7
43001003,3,7
43001006,5,7
43001007,8,7
43001007,14,7
43001008,10,7
43001010,9,7
43001013,4,7
43001013,7,7
43001013,11,7
43001013,15,7
43001014,19,7
43001015,4,7
43001016,3,7
43001016,12,7
43001017,5,7
43001017,13,7
43001019,15,7
43001022,15,7
43001024,6,7
43001030,4,7
43001032,13,7
43001035,9,7
43001040,10,7
43001040,15,7
43001044,8,7
43001047,12,7
43001048,14,7
43002015,5,7
43002015,9,7
43002021,5,7
43002022,5,7
43002025,10,7
43003001,5,7
43003002,13,7
43003002,32,7
43003005,13,7
43003006,4,7
43003006,12,7
43003008,25,7
43003013,11,7
43003017,22,7
43003022,18,7
43003025,5,7
43003025,10,7
43003025,12,7
43003026,13,7
43003027,16,7
43003031,10,7
43003031,13,7
43003031,18,7
43003031,23,7
43003034,14,7
43004004,6,7
43004006,12,7
43004007,5,7
43004009,13,7
43004012,17,7
43004013,10,7
43004014,6,7
43004022,14,7
43004027,12,7
43004027,24,7
43004030,4,7
43004042,16,7
43004047,8,7
43004052,6,7
43004054,11,7
43005007,26,7
43005019,18,7
43005024,27,7
43005030,6,7
43005031,5,7
43005032,6,7
43005032,17,7
43005034,5,7
43005036,27,7
43005037,9,7
43005039,18,7
43005041,3,7
43005044,7,7
43005044,14,7
43006002,13,7
43006003,12,7
43006008,5,7
43006011,15,7
43006013,9,7
43006019,14,7
43006021,14,7
43006023,5,7
43006026,21,7
43006031,15,7
43006032,17,7
43006032,28,7
43006033,10,7
43006038,4,7
43006039,17,7
43006041,6,7
43006041,16,7
43006042,24,7
43006043,10,7
43006045,16,7
43006046,12,7
43006050,7,7
43006050,13,7
43006051,9,7
43006051,16,7
43006051,35,7
43006058,7,7
43006060,5,7
43006061,10,7
43006064,4,7
43006064,12,7
43006065,19,7
43006066,2,7
43006066,6,7
43006066,16,7
43006070,15,7
43006071,15,7
43007007,14,7
43007012,4,7
43007013,6,7
43007017,10,7
43007017,14,7
43007017,20,7
43007018,3,7
43007019,10,7
43007022,11,7
43007022,17,7
43007025,5,7
43007028,20,7
43007029,7,7
43007031,2,7
43007032,9,7
43007033,9,7
43007038,11,7
43007039,5,7
43007040,2,7
43007041,13,7
43007042,7,7
43007044,5,7
43007048,4,7
43007048,11,7
43007050,13,7
43007051,13,7
43007052,9,7
43007052,17,7
43008009,10,7
43008011,16,7
43008013,8,7
43008014,11,7
43008018,6,7
43008018,10,7
43008023,6,7
43008023,11,7
43008023,16,7
43008023,24,7
43008026,4,7
43008026,18,7
43008028,21,7
43008029,6,7
43008038,15,7
43008040,15,7
43008041,13,7
43008042,19,7
43008042,27,7
43008044,3,7
43008044,20,7
43008044,38,7
43008046,3,7
43008046,7,7
43008047,4,7
43008047,18,7
43008059,14,7
43008059,19,7
43009001,7,7
43009006,9,7
43009016,4,7
43009016,11,7
43009017,11,7
43009018,7,7
43009021,22,7
43009024,6,7
43009032,2,7
43009033,6,7
43009037,13,7
43009040,4,7
43009040,9,7
43010001,9,7
43010002,5,7
43010005,9,7
43010008,5,7
43010009,6,7
43010011,16,7
43010013,13,7
43010015,16,7
43010016,9,7
43010018,5,7
43010018,11,7
43010018,27,7
43010020,5,7
43010025,24,7
43010026,9,7
43010028,19,7
43010029,15,7
43010032,11,7
43010033,6,7
43010033,13,7
43010039,9,7
43010041,20,7
43011001,7,7
43011001,9,7
43011004,15,7
43011004,26,7
43011013,6,7
43011013,14,7
43011016,15,7
43011018,10,7
43011019,4,7
43011019,16,7
43011031,7,7
43011037,4,7
43011045,4,7
43011046,4,7
43011049,5,7
43011050,11,7
43011051,4,7
43011051,19,7
43011052,4,7
43011053,2,7
43011054,26,7
43011055,14,7
43011055,17,7
43011056,8,7
43012001,20,7
43012002,16,7
43012003,28,7
43012004,9,7
43012006,7,7
43012008,7,7
43012009,7,7
43012009,28,7
43012017,8,7
43012017,14,7
43012017,20,7
43012020,6,7
43012027,13,7
43012028,10,7
43012032,5,7
43012034,9,7
43012036,21,7
43012041,12,7
43012042,5,7
43012049,4,7
43013001,18,7
43013003,16,7
43013004,3,7
43013008,25,7
43013018,3,7
43013018,19,7
43013019,6,7
43013021,19,7
43013022,9,7
43013023,6,7
43013024,11,7
43013024,21,7
43013033,6,7
43013037,17,7
43013038,7,7
43014006,23,7
43014009,8,7
43014010,21,7
43014016,15,7
43014021,20,7
43014030,5,7
43015004,15,7
43015013,14,7
43015015,24,7
43015019,3,7
43015019,15,7
43015019,24,7
43015022,16,7
43015026,11,7
43015026,19,7
43015026,25,7
43015027,7,7
43015027,9,7
43016004,21,7
43016004,26,7
43016005,12,7
43016008,8,7
43016008,11,7
43016008,14,7
43016009,2,7
43016010,2,7
43016013,19,7
43016014,6,7
43016015,14,7
43016017,4,7
43016019,13,7
43016019,16,7
43016022,24,7
43016025,17,7
43016026,20,7
43016027,16,7
43016028,3,7
43016030,19,7
43016032,24,7
43017004,5,7
43017005,14,7
43017006,11,7
43017007,9,7
43017008,17,7
43017009,3,7
43017009,7,7
43017009,12,7
43017012,4,7
43017012,23,7
43017014,16,7
43017014,23,7
43017015,7,7
43017015,14,7
43017016,2,7
43017016,11,7
43017019,3,7
43017020,3,7
43017020,10,7
43017020,13,7
43017024,14,7
43017024,28,7
43018002,17,7
43018003,9,7
43018003,18,7
43018005,20,7
43018009,14,7
43018014,14,7
43018017,13,7
43018018,22,7
43018019,8,7
43018019,13,7
43018023,9,7
43018025,15,7
43018026,4,7
43018026,23,7
43018028,6,7
43018029,14,7
43018034,6,7
43018034,15,7
43018036,10,7
43018036,15,7
43018037,40,7
43019002,7,7
43019011,9,7
43019012,2,7
43019013,15,7
43019018,6,7
43019019,10,7
43019023,28,7
43019023,32,7
43019024,11,7
43019027,11,7
43019031,11,7
43019036,12,7
43019038,11,7
43019040,13,7
43020001,23,7
43020001,26,7
43020002,25,7
43020007,7,7
43020007,12,7
43020009,10,7
43020024,5,7
43020024,13,7
43020026,14,7
43021001,11,7
43021002,24,7
43021006,24,7
43021008,14,7
43021008,19,7
43021010,7,7
43021014,11,7
43021024,9,7
44001001,7,7
44001002,2,7
44001002,8,7
44001003,14,7
44001003,22,7
44001004,6,7
44001009,12,7
44001011,18,7
44001012,6,7
44001016,14,7
44001016,17,7
44001018,7,7
44001022,3,7
44001022,7,7
44001022,12,7
44001024,12,7
44001025,10,7
44001026,14,7
44002002,5,7
44002005,10,7
44002016,7,7
44002017,12,7
44002018,18,7
44002019,11,7
44002022,13,7
44002022,25,7
44002023,11,7
44002024,17,7
44002025,15,7
44002028,9,7
44002029,6,7
44002029,10,7
44002029,26,7
44002030,13,7
44002031,4,7
44002033,16,7
44002034,19,7
44002040,12,7
44002043,12,7
44003002,6,7
44003002,27,7
44003005,8,7
44003015,12,7
44003016,22,7
44003018,7,7
44003019,17,7
44003021,7,7
44003021,15,7
44003021,20,7
44003022,13,7
44003023,14,7
44003026,18,7
44004002,17,7
44004006,15,7
44004010,26,7
44004011,8,7
44004016,14,7
44004025,6,7
44004026,14,7
44004026,18,7
44004027,4,7
44004029,16,7
44004030,16,7
44004031,24,7
44004036,7,7
44005002,4,7
44005003,23,7
44005015,12,7
44005016,15,7
44005019,5,7
44005023,15,7
44005024,17,7
44005026,12,7
44005030,14,7
44005038,8,7
44005038,18,7
44005039,4,7
44005041,7,7
44005041,13,7
44006003,6,7
44006003,16,7
44006009,6,7
44006009,18,7
44006013,14,7
44007003,7,7
44007003,12,7
44007004,4,7
44007009,15,7
44007010,5,7
44007016,16,7
44007018,2,7
44007025,11,7
44007027,16,7
44007035,14,7
44007037,16,7
44007038,12,7
44007040,20,7
44007045,9,7
44007045,20,7
44007052,14,7
44007055,19,7
44007056,14,7
44008006,8,7
44008010,5,7
44008012,8,7
44008015,5,7
44008018,7,7
44008020,21,7
44008022,4,7
44008024,9,7
44008027,16,7
44008028,7,7
44008033,16,7
44008034,11,7
44008034,17,7
44008034,20,7
44008035,11,7
44008039,5,7
44009002,3,7
44009003,16,7
44009008,5,7
44009013,7,7
44009013,9,7
44009014,6,7
44009016,9,7
44009018,6,7
44009019,8,7
44009025,8,7
44009028,4,7
44009031,6,7
44009032,6,7
44009033,9,7
44009033,13,7
44009039,27,7
44009042,5,7
44010001,10,7
44010011,17,7
44010015,5,7
44010017,21,7
44010019,6,7
44010022,15,7
44010022,22,7
44010022,34,7
44010023,18,7
44010030,6,7
44010033,25,7
44010034,9,7
44010036,10,7
44010037,7,7
44010037,12,7
44010038,23,7
44010038,30,7
44010039,21,7
44010041,10,7
44010041,23,7
44010042,15,7
44010043,10,7
44010045,5,7
44011002,12,7
44011005,22,7
44011005,27,7
44011009,5,7
44011009,7,7
44011011,15,7
44011019,6,7
44011020,5,7
44011021,6,7
44011022,15,7
44011027,8,7
44011028,5,7
44011028,10,7
44011028,23,7
44011030,9,7
44012001,16,7
44012005,15,7
44012005,21,7
44012006,24,7
44012007,30,7
44012009,14,7
44012010,33,7
44012011,22,7
44012014,8,7
44012014,21,7
44012017,15,7
44012019,16,7
44012020,17,7
44012020,30,7
44012021,11,7
44013004,6,7
44013006,7,7
44013008,18,7
44013011,16,7
44013013,4,7
44013013,18,7
44013014,5,7
44013017,23,7
44013017,28,7
44013021,15,7
44013023,5,7
44013024,4,7
44013029,7,7
44013029,11,7
44013030,7,7
44013031,10,7
44013034,6,7
44013038,9,7
44013039,3,7
44013045,13,7
44013049,8,7
44013050,27,7
44014002,13,7
44014003,23,7
44014008,12,7
44014013,9,7
44014015,16,7
44014019,4,7
44014022,14,7
44014023,9,7
44014027,13,7
44015001,5,7
44015002,24,7
44015002,33,7
44015003,6,7
44015004,7,7
44015004,22,7
44015005,6,7
44015006,10,7
44015007,16,7
44015007,24,7
44015011,3,7
44015012,23,7
44015014,10,7
44015018,3,7
44015019,8,7
44015020,7,7
44015021,4,7
44015022,15,7
44015023,3,7
44015023,25,7
44015024,6,7
44015026,7,7
44015027,9,7
44015029,10,7
44015032,10,7
44015033,6,7
44015033,8,7
44015038,7,7
44015038,9,7
44015039,8,7
44015040,12,7
44016002,4,7
44016004,14,7
44016006,10,7
44016009,4,7
44016011,4,7
44016014,23,7
44016018,23,7
44016022,6,7
44016033,12,7
44016039,10,7
44016040,4,7
44017002,17,7
44017003,12,7
44017004,4,7
44017009,6,7
44017010,6,7
44017011,13,7
44017012,5,7
44017013,6,7
