id,sid,van,tot,cl,tekst
191,16,51001009,51002007,s30p,<span>1:9 - 2:7</span> - Haar verwezenlijking
192,16,51002008,51002023,s45p,<span>2:8-23</span> Correctie van de leer
193,16,51003001,51004001,s45p,<span>3:1 - 4:1</span> Correctie van de wandel
194,16,,,,"<font color=""#FF0000"">Het geheimenis van Christus</font>"
195,16,51004002,51004006,s30p,<span>4:2-6</span> - Haar uitdrukking
196,16,51004007,51004009,s15p,<span>4:7-9</span> Tichicus aan de Kolossenzen
197,16,51004010,51004018,s0p,<span>4:10-18</span> Afsluiting
198,17,,,,LITERAIRE STRUCTUUR
199,17,52001001,52001001,s0p,<span>1:1</span> Groet en zegenwens
200,17,52001002,52001002,s15p,<span>1:2-5</span> Gebed
201,17,52001002,52003010,s30p,<span>1:2 - 3:10</span> Thessalonicenzen - Ervaring
202,17,52003011,52003013,s45p,<span>3:11-13</span> Gebed
203,17,52004001,52005022,s30p,<span>4:1 - 5:22</span> Thessalonicenzen - Wandel
204,17,52005023,52005024,s15p,"<span>5:23,24</span> Gebed"
205,17,52005025,52005028,s0p,<span>5:25-28</span> Groet en zegenwens
206,18,,,,LITERAIRE STRUCTUUR
207,18,53001001,53001002,s0p,"<span>1:1,2</span> Groet - zegenwens"
208,18,53001003,53001010,s15p,<span>1:3-10</span> Dankzegging
209,18,53001011,53001012,s30p,"<span>1:11,12</span> Gebed voor de Thessalonicenzen"
210,18,53002001,53002012,s45p,<span>2:1-12</span> Waarschuwing - Afval
211,18,53002013,53002017,s15p,<span>2:13-17</span> Dankzegging
212,18,53003001,53003005,s30p,<span>3:1-5</span> Gebed voor de Apostelen
213,18,53003006,53003015,s45p,<span>3:6-15</span> Waarschuwing - Ongeregeldheid
214,18,53003016,53003018,s0p,<span>3:16-18</span> Groet - zegenwens
215,19,,,,LITERAIRE STRUCTUUR
216,19,54001001,54001002,s0p,"<span>1:1,2</span> Genade"
217,19,54001003,54001020,s15p,<span>1:3-20</span> Waarschuwingen inzake onderwijs
218,19,54002001,54002007,s30p,<span>2:1-7</span> Redder van alle mensen
219,19,54002008,54003013,s45p,<span>2:8 - 3:13</span> Regels voor de Uitgeroepen gemeente
220,19,54003014,54003014,s60p,<span>3:14</span> Voorlopige instructies
221,19,54003015,54003016,s75p,"<span>3:15,16</span> Geheimenis van de Godsvrucht"
222,19,54004001,54004005,s60p,<span>4:1-5</span> Latere tijden
223,19,54004006,54004008,s75p,<span>4:6-8</span> Oefening in de Godsvrucht
224,19,54004009,54004016,s30p,<span>4:9-16</span> Redder van alle mensen
225,19,54005001,54006002,s45p,<span>5:1 - 6:2</span> Regels voor de Uitgeroepen gemeente
226,19,54006003,54006020,s15p,<span>6:3-21</span> Waarschuwingen inzake wandel
227,19,54006021,54006021,s0p,<span>6:21</span> Genade
228,20,,,,LITERAIRE STRUCTUUR
229,20,55001001,55001002,s0p,"<span>1:1,2</span> Groet en genade"
230,20,55001003,55001012,s15p,"<span>1:3-20</span> Timotheüs' geschenk. <span class=""static"">1:8-12</span> Paulus' opdracht"
231,20,55001013,55001018,s30p,<span>1:13-18</span> Gezonde woorden met het oog op afval
232,20,55002001,55002018,s45p,<span>2:1-18</span> Aansporing tot volharding
233,20,55002019,55003017,s45p,<span>2:19 - 3:17</span> Aansporing tot staande blijven
234,20,55004001,55004004,s30p,<span>4:1-4</span> Het Woord als heraut afkondigen vanwege de mythen
235,20,55004005,55004018,s15p,"<span>4:5</span> Dienstbetoon van Timotheüs. <span class=""static"">4:6-18</span> Paulus' loopbaan"
236,20,55004019,55004022,s0p,<span>4:19-22</span> Zegenwens en genade
237,21,,,,LITERAIRE STRUCTUUR
238,21,56001001,56001004,s0p,<span>1:1-4</span> Groet en genade
239,21,56001005,56001009,s15p,<span>1:5</span> Orde in de uitgeroepen gemeente(n)
240,21,56001010,56001016,s30p,<span>1:10-16</span> Stel de twistzieke mensen aan de kaak
241,21,56002001,56002010,s45p,"<span>2:1-10</span> Uitstekend gedrag van ouderen, jongen, slaven"
242,21,56002011,56002014,s60p,<span>2:11-14</span> Komst van Gods genade
243,21,56002015,56002015,s75p,<span>2:15</span> Plicht om te breken
244,21,56003001,56003003,s75p,<span>3:1-3</span> Plicht om te herinneren
245,21,56003004,56003007,s60p,<span>3:4-7</span> Komst van Gods genade
246,21,56003008,56003008,s45p,<span>3:8</span> Uitstekend gedrag van gelovigen
247,21,56003009,56003009,s30p,<span>3:9</span> Neem afstand van de twistzieke mensen
248,21,56003010,56003011,s15p,"<span>3:10,11</span> Wijs sectarisch denken af"
249,21,56003012,56003015,s0p,<span>3:12-15</span> Zegenwens van genade
250,22,,,,LITERAIRE STRUCTUUR
251,22,57001001,57001003,s0p,"<span>1:1,2</span> Groet, genade"
