vid,Woord,vertaalwoord,role,id
40003013,9,0,adv,9
40003013,10,0,adv,508
40003013,11,0,adv,301
40003013,12,7,adv,9
40003013,13,0,adv,509
40003013,14,7,adv,258
40003013,15,0,p,510
40003013,16,0,adv,432
40003013,17,2,adv,17
40003014,1,7,s,80
40003014,2,0,,11
40003014,3,0,s,392
40003014,4,0,p,511
40003014,5,2,o,425
40003014,6,0,p,130
40003014,7,0,s,478
40003014,8,1,o,512
40003014,9,0,p,6922
40003014,10,0,adv,162
40003014,11,0,adv,136
40003014,12,0,p,510
40003014,13,0,,14
40003014,14,0,s,231
40003014,15,0,p,514
40003014,16,0,adv,301
40003014,17,0,adv,515
40003015,1,0,p,516
40003015,2,0,,11
40003015,3,7,s,80
40003015,4,0,s,79
40003015,5,0,p,253
40003015,6,9,io,301
40003015,7,2,io,425
40003015,8,0,p,871
40003015,9,1,adv,519
40003015,10,0,adv,93
40003015,11,0,,138
40003015,12,0,p,520
40003015,13,0,p,521
40003015,14,0,adv,522
40003015,15,0,p,523
40003015,16,0,o,524
40003015,17,0,o,525
40003015,18,0,adv,245
40003015,19,0,p,526
40003015,20,2,o,425
40003016,1,0,p,527
40003016,2,2,,11
40003016,3,7,s,80
40003016,4,0,s,79
40003016,5,1,adv,528
40003016,6,6,p,715
40003016,7,2,adv,87
40003016,8,0,adv,258
40003016,9,0,adv,530
40003016,10,0,,14
40003016,11,1,p,3310
40003016,12,0,p,1709
40003016,13,2,p,129
40003016,14,0,s,228
40003016,15,0,s,532
40003016,16,0,,14
40003016,17,0,p,533
40003016,18,0,s,534
40003016,19,0,s,535
40003016,20,1,p,536
40003016,21,1,adv,537
40003016,22,0,adv,538
40003016,23,0,,14
40003016,24,0,p,539
40003016,25,0,adv,540
40003016,26,2,adv,425
40003017,1,0,,14
40003017,2,1,p,3310
40003017,3,2,s,349
40003017,4,0,adv,21
40003017,5,0,adv,205
40003017,6,0,adv,400
40003017,7,0,p,541
40003017,8,0,s,401
40003017,9,0,p,521
40003017,10,7,pc,80
40003017,11,0,pc,131
40003017,12,0,pc,243
40003017,13,0,pc,80
40003017,14,0,pc,542
40003017,15,0,adv,105
40003017,16,1,adv,543
40003017,17,1,p,544
40004001,1,0,adv,245
40004001,2,7,s,80
40004001,3,0,s,79
40004001,4,0,p,12082
40004001,5,2,adv,199
40004001,6,0,adv,60
40004001,7,2,adv,546
40004001,8,0,adv,162
40004001,9,0,adv,258
40004001,10,0,adv,548
40004001,11,0,p,549
40004001,12,0,adv,162
40004001,13,0,adv,36
40004001,14,0,adv,550
40004002,1,0,,14
40004002,2,0,p,551
40004002,3,0,adv,552
40004002,4,0,adv,553
40004002,5,0,adv,14
40004002,6,0,adv,554
40004002,7,0,adv,553
40004002,8,2,adv,555
40004002,9,0,p,556
40004003,1,0,,14
40004003,2,1,p,557
40004003,3,0,s,80
40004003,4,0,p,558
40004003,5,0,p,253
40004003,6,0,io,129
40004003,7,0,,559
40004003,8,0,pc,131
40004003,9,0,p,560
40004003,10,7,pc,36
40004003,11,0,pc,561
40004003,12,0,p,10103
40004003,13,1,,158
40004003,14,7,s,228
40004003,15,0,s,563
40004003,16,0,s,564
40004003,17,0,pc,565
40004003,18,0,p,9677
40004004,1,6,s,80
40004004,2,0,,11
40004004,3,0,p,516
40004004,4,0,p,253
40004004,5,1,p,230
40004004,6,0,,183
40004004,7,1,adv,567
40004004,8,0,adv,568
40004004,9,0,adv,569
40004004,10,0,p,1659
40004004,11,0,s,80
40004004,12,0,s,571
40004004,13,0,,572
40004004,14,0,adv,573
40004004,15,0,adv,574
40004004,16,0,adv,575
40004004,17,0,p,576
40004004,18,8,adv,163
40004004,19,0,adv,577
40004004,20,0,adv,535
40004005,1,0,adv,245
40004005,2,0,p,5686
40004005,3,2,o,425
40004005,4,0,s,80
40004005,5,0,s,579
40004005,6,3,adv,199
40004005,7,0,adv,60
40004005,8,0,adv,580
40004005,9,0,adv,382
40004005,10,0,,14
40004005,11,3,p,2982
40004005,12,2,o,425
40004005,13,0,adv,439
40004005,14,0,adv,145
40004005,15,0,adv,582
40004005,16,0,adv,258
40004005,17,0,adv,583
40004006,1,0,,14
40004006,2,0,p,584
40004006,3,2,io,129
40004006,4,0,,559
40004006,5,0,pc,131
40004006,6,0,p,560
40004006,7,7,pc,36
40004006,8,0,pc,561
40004006,9,0,p,6490
40004006,10,0,o,586
40004006,11,0,adv,587
40004006,12,1,p,230
40004006,13,0,,138
40004006,14,4,,331
40004006,15,7,io,237
40004006,16,0,io,588
40004006,17,2,io,17
40004006,18,0,p,589
40004006,19,2,adv,257
40004006,20,0,adv,136
40004006,21,0,,14
40004006,22,0,adv,56
40004006,23,0,adv,590
40004006,24,0,p,591
40004006,25,0,o,592
40004006,26,0,adv,114
40004006,27,0,adv,593
40004006,28,0,p,6493
40004006,29,9,adv,301
40004006,30,0,adv,595
40004006,31,7,o,9
40004006,32,0,o,596
40004006,33,0,o,136
40004007,1,0,p,2406
40004007,2,2,io,129
40004007,3,7,s,80
40004007,4,0,s,79
40004007,5,0,adv,598
40004007,6,1,p,230
40004007,7,0,adv,183
40004007,8,0,p,599
40004007,9,0,o,600
40004007,10,7,o,9
40004007,11,0,o,601
40004007,12,0,o,136
40004008,1,0,adv,598
40004008,2,0,p,5686
40004008,3,2,o,425
40004008,4,0,s,80
40004008,5,0,s,579
40004008,6,3,adv,199
40004008,7,0,adv,602
40004008,8,0,adv,603
40004008,9,0,adv,335
40004008,10,0,,14
40004008,11,0,p,604
40004008,12,2,io,129
40004008,13,0,o,605
40004008,14,0,o,410
40004008,15,0,o,606
40004008,16,0,o,36
40004008,17,0,o,607
40004008,18,0,o,14
40004008,19,7,o,60
40004008,20,0,o,608
40004008,21,2,o,609
40004009,1,0,,14
40004009,2,0,p,253
40004009,3,2,io,129
40004009,4,0,o,5203
40004009,5,0,io,318
40004009,6,0,o,610
40004009,7,0,p,611
40004009,8,0,,612
40004009,9,0,p,613
40004009,10,0,p,614
40004009,11,0,o,263
40004010,1,0,adv,245
40004010,2,0,p,584
40004010,3,2,io,129
40004010,4,7,s,80
40004010,5,0,s,79
40004010,6,0,p,1432
40004010,7,0,voc,617
40004010,8,1,p,230
40004010,9,0,,138
40004010,10,0,o,600
40004010,11,7,o,9
40004010,12,0,o,601
40004010,13,0,o,136
40004010,14,0,p,618
40004010,15,0,,14
40004010,16,2,o,129
40004010,17,0,o,569
40004010,18,1,p,619
40004011,1,0,adv,245
40004011,2,0,p,526
40004011,3,2,o,425
40004011,4,0,s,80
40004011,5,0,s,579
40004011,6,0,,14
40004011,7,1,p,3310
40004011,8,0,s,621
40004011,9,1,p,622
40004011,10,0,,14
40004011,11,0,p,19421
40004011,12,2,o,129
40004012,1,0,p,213
40004012,2,2,,11
40004012,3,0,,331
40004012,4,0,s,392
40004012,5,0,p,624
40004012,6,0,p,378
40004012,7,2,adv,199
40004012,8,7,adv,60
40004012,9,0,adv,625
40004013,1,0,,14
40004013,2,1,p,626
40004013,3,7,o,60
40004013,4,0,o,384
40004013,5,0,p,266
40004013,6,1,p,381
40004013,7,1,adv,199
40004013,8,0,adv,627
40004013,9,1,adv,60
40004013,10,0,adv,628
40004013,11,18,adv,105
40004013,12,0,adv,629
40004013,13,0,adv,630
40004013,14,0,adv,14
40004013,15,0,adv,631
40004014,1,0,,158
40004014,2,0,p,8372
40004014,3,3,s,137
40004014,4,0,p,161
40004014,5,0,adv,163
40004014,6,0,adv,404
40004014,7,0,adv,194
40004014,8,0,adv,164
40004014,9,0,p,165
40004015,1,1,voc,232
40004015,2,0,voc,630
40004015,3,0,voc,14
40004015,4,1,voc,232
40004015,5,0,voc,631
40004015,6,0,voc,407
40004015,7,0,voc,632
40004015,8,0,voc,633
40004015,9,0,voc,36
40004015,10,0,voc,428
40004015,11,0,voc,634
40004015,12,0,voc,468
40004015,13,0,voc,635
40004016,1,0,s,80
40004016,2,0,s,636
40004016,3,1,s,80
40004016,4,0,p,637
40004016,5,0,adv,105
40004016,6,0,adv,638
40004016,7,0,o,639
40004016,8,0,p,533
40004016,9,0,o,641
40004016,10,0,,14
40004016,11,1,,237
40004016,12,0,p,642
40004016,13,0,adv,105
40004016,14,0,adv,643
40004016,15,0,adv,14
40004016,16,0,adv,644
40004016,17,0,adv,645
40004016,18,0,s,646
40004016,19,0,p,647
40004016,20,2,adv,441
40004017,1,0,adv,87
40004017,2,0,adv,245
40004017,3,0,p,2032
40004017,4,7,s,80
40004017,5,0,s,79
40004017,6,0,p,649
40004017,7,0,,14
40004017,8,0,p,455
40004017,9,0,p,396
40004017,10,0,p,397
40004017,11,0,,138
40004017,12,0,s,91
40004017,13,0,s,399
40004017,14,0,s,205
40004017,15,0,s,400
40004018,1,0,p,650
40004018,2,0,,11
40004018,3,3,adv,651
40004018,4,0,adv,60
40004018,5,0,adv,652
40004018,6,7,adv,22
40004018,7,0,adv,380
40004018,8,0,p,533
40004018,9,0,s,653
40004018,10,0,s,16
40004018,11,0,s,654
40004018,12,1,s,9
40004018,13,2,p,655
40004018,14,0,pc,656
40004018,15,0,s,14
40004018,16,0,s,657
40004018,17,7,s,9
40004018,18,0,s,658
40004018,19,2,s,17
40004018,20,0,p,659
40004018,21,0,o,660
40004018,22,1,adv,199
40004018,23,0,adv,60
40004018,24,0,adv,652
40004018,25,0,p,661
40004018,26,0,,138
40004018,27,0,pc,662
40004019,1,0,,14
40004019,2,0,p,584
40004019,3,2,io,441
40004019,4,0,p,663
40004019,5,1,adv,484
40004019,6,0,adv,243
40004019,7,0,,14
40004019,8,0,p,665
40004019,9,0,o,480
40004019,10,0,o2,666
40004019,11,0,o2,667
40004020,1,6,s,228
40004020,2,2,,11
40004020,3,0,adv,668
40004020,4,3,p,669
40004020,5,6,o,357
40004020,6,0,o,670
40004020,7,0,p,671
40004020,8,2,o,129
40004021,1,0,,14
40004021,2,0,p,672
40004021,3,0,adv,673
40004021,4,0,p,533
40004021,5,0,s,674
40004021,6,0,s,653
40004021,7,0,s,16
40004021,8,0,s,675
40004021,9,7,s,9
40004021,10,7,s,36
40004021,11,0,s,676
40004021,12,0,s,14
40004021,13,0,s,509
40004021,14,7,s,9
40004021,15,0,s,658
40004021,16,2,s,17
40004021,17,0,adv,105
40004021,18,0,adv,677
40004021,19,0,adv,678
40004021,20,0,adv,288
40004021,21,0,adv,679
40004021,22,7,adv,36
40004021,23,0,adv,374
40004021,24,2,adv,154
40004021,25,3,p,680
40004021,26,7,o,357
40004021,27,0,o,670
40004021,28,2,o,154
40004021,29,0,,14
40004021,30,0,p,187
40004021,31,2,o,103
40004022,1,6,s,228
40004022,2,2,,11
40004022,3,0,adv,668
40004022,4,3,p,669
40004022,5,0,o,145
40004022,6,0,o,681
40004022,7,0,o,14
40004022,8,7,o,9
40004022,9,0,o,457
40004022,10,2,o,154
40004022,11,0,p,671
40004022,12,2,o,129
40004023,1,0,,14
40004023,2,0,p,682
40004023,3,7,s,80
40004023,4,0,s,79
40004023,5,0,adv,105
40004023,6,0,adv,683
40004023,7,7,adv,684
40004023,8,0,adv,685
40004023,9,0,p,686
40004023,10,0,adv,105
40004023,11,7,adv,388
40004023,12,0,adv,687
40004023,13,2,adv,154
40004023,14,0,,14
40004023,15,0,p,394
40004023,16,0,o,145
40004023,17,0,o,688
40004023,18,0,o,22
40004023,19,0,o,689
40004023,20,0,,14
40004023,21,0,p,690
40004023,22,0,o,524
40004023,23,0,o,691
40004023,24,0,o,14
40004023,25,0,o,524
40004023,26,0,o,692
40004023,27,3,adv,105
40004023,28,0,adv,99
40004023,29,0,adv,694
40004024,1,0,,14
40004024,2,4,p,1580
40004024,3,0,s,91
40004024,4,2,s,696
40004024,5,2,s,17
40004024,6,2,adv,199
40004024,7,0,adv,697
40004024,8,7,adv,60
40004024,9,0,adv,698
40004024,10,0,,14
40004024,11,0,p,294
40004024,12,2,io,129
40004024,13,0,o,220
40004024,14,1,o,15
40004024,15,1,adv,699
40004024,16,0,p,700
40004024,17,0,adv,701
40004024,18,0,adv,702
40004024,19,4,adv,14
40004024,20,0,adv,703
40004024,21,1,p,704
40004024,22,4,o,14
40004024,23,0,p,705
40004024,24,4,o,14
40004024,25,0,p,706
40004024,26,4,o,14
40004024,27,0,o,707
40004024,28,0,,14
40004024,29,0,p,708
40004024,30,2,o,103
40004025,1,0,,14
40004025,2,0,p,671
40004025,3,2,o,129
40004025,4,0,s,710
40004025,5,4,s,711
40004025,6,2,s,87
40004025,7,7,s,22
40004025,8,0,s,380
40004025,9,0,s,14
40004025,10,0,s,712
40004025,11,0,s,14
40004025,12,0,s,713
40004025,13,0,s,14
40004025,14,0,s,191
40004025,15,0,s,14
40004025,16,0,s,633
40004025,17,0,s,36
40004025,18,0,s,428
40005001,1,0,p,330
40005001,2,2,,11
40005001,3,0,o,15
40005001,4,0,o,714
40005001,5,0,p,715
40005001,6,8,adv,199
40005001,7,0,adv,145
40005001,8,0,adv,602
40005001,9,0,,14
40005001,10,0,p,716
40005001,11,2,s,717
40005001,12,0,p,622
40005001,13,2,adv,129
40005001,14,7,s,228
40005001,15,0,s,719
40005001,16,2,s,17
40005002,1,0,,14
40005002,2,0,p,720
40005002,3,7,o,145
40005002,4,0,o,721
40005002,5,2,o,17
40005002,6,0,p,722
40005002,7,2,o,103
40005002,8,0,p,130
40005003,1,0,pc,723
40005003,2,0,s,228
40005003,3,0,s,724
40005003,4,0,s,677
40005003,5,0,s,726
40005003,6,2,,331
40005003,7,2,pc,154
40005003,8,0,p,521
40005003,9,0,s,91
40005003,10,0,s,399
40005003,11,0,s,205
40005003,12,0,s,400
40005004,1,0,pc,723
40005004,2,1,s,228
40005004,3,0,p,727
40005004,4,0,adv,728
40005004,5,2,,331
40005004,6,2,s,729
40005004,7,0,p,730
40005005,1,0,pc,723
40005005,2,0,s,228
40005005,3,0,s,731
40005005,4,2,,331
40005005,5,2,s,729
40005005,6,0,p,732
40005005,7,0,o,60
40005005,8,0,o,366
40005006,1,0,pc,723
40005006,2,1,s,228
40005006,3,0,p,733
40005006,4,0,p,14
40005006,5,0,p,734
40005006,6,0,o,60
40005006,7,0,o,525
40005006,8,2,,331
40005006,9,2,s,729
40005006,10,0,p,735
40005007,1,0,pc,723
40005007,2,0,s,228
40005007,3,0,s,736
40005007,4,2,,331
40005007,5,2,s,729
40005007,6,1,p,737
40005008,1,0,pc,723
40005008,2,0,s,228
40005008,3,0,s,738
40005008,4,7,s,209
40005008,5,0,s,739
40005008,6,2,,331
40005008,7,2,s,729
40005008,8,7,o,9
40005008,9,0,o,601
40005008,10,0,p,3832
40005009,1,0,pc,723
40005009,2,0,s,228
40005009,3,0,s,741
40005009,4,2,,331
40005009,5,2,s,729
40005009,6,0,pc,742
40005009,7,0,pc,535
40005009,8,1,p,13954
40005010,1,0,pc,723
40005010,2,1,s,228
40005010,3,0,p,744
40005010,4,0,adv,745
40005010,5,0,adv,746
40005010,6,2,,331
40005010,7,2,pc,154
40005010,8,0,p,521
40005010,9,0,s,91
40005010,10,0,s,399
40005010,11,0,s,205
40005010,12,0,s,400
40005011,1,0,pc,723
40005011,2,0,p,747
40005011,3,0,,748
40005011,4,0,p,749
40005011,5,0,o,480
40005011,6,0,,14
40005011,7,0,p,750
40005011,8,0,,14
40005011,9,0,p,751
40005011,10,0,o,752
40005011,11,0,o,753
40005011,12,1,adv,754
40005011,13,0,adv,755
40005011,14,0,p,756
40005011,15,0,adv,745
40005011,16,0,adv,757
40005012,1,0,p,16157
40005012,2,0,,14
40005012,3,0,p,759
40005012,4,2,,331
40005012,5,7,s,80
40005012,6,0,s,760
40005012,7,0,s,755
40005012,8,0,pc,354
40005012,9,0,adv,105
40005012,10,0,adv,237
40005012,11,0,adv,761
40005012,12,0,adv,93
40005012,13,0,,138
40005012,14,0,p,762
40005012,15,0,o,15
40005012,16,0,o,763
40005012,17,7,o,15
40005012,18,0,o,764
40005012,19,0,o,755
40005013,1,0,s,765
40005013,2,0,p,747
40005013,3,0,pc,137
40005013,4,0,pc,767
40005013,5,0,pc,22
40005013,6,0,pc,768
40005013,7,0,,612
40005013,8,2,,11
40005013,9,0,s,137
40005013,10,0,s,767
40005013,11,1,p,769
40005013,12,14,adv,105
40005013,13,15,adv,770
40005013,14,0,p,771
40005013,15,4,adv,199
40005013,16,0,adv,772
40005013,17,2,p,773
40005013,18,0,adv,774
40005013,19,0,,775
40005013,20,0,adv,776
40005013,21,0,p,777
40005013,22,0,adv,778
40005013,23,0,p,779
40005013,24,0,adv,162
40005013,25,0,adv,205
40005013,26,0,adv,780
40005014,1,0,s,765
40005014,2,0,p,747
40005014,3,0,pc,137
40005014,4,0,pc,646
40005014,5,0,pc,36
40005014,6,0,pc,607
40005014,7,0,adv,781
40005014,8,0,p,4369
40005014,9,0,s,782
40005014,10,0,p,783
40005014,11,0,adv,275
40005014,12,0,adv,784
40005014,13,0,p,785
40005015,1,1,,786
40005015,2,0,p,787
40005015,3,0,o,788
40005015,4,0,,14
40005015,5,0,p,789
40005015,6,2,o,425
40005015,7,0,adv,790
40005015,8,0,adv,9
40005015,9,0,adv,791
40005015,10,0,,572
40005015,11,0,adv,439
40005015,12,0,adv,60
40005015,13,0,adv,792
40005015,14,0,,14
40005015,15,0,p,793
40005015,16,0,adv,794
40005015,17,1,adv,795
40005015,18,0,adv,105
40005015,19,0,adv,209
40005015,20,0,adv,796
40005016,1,0,adv,93
40005016,2,0,p,797
40005016,3,7,s,137
40005016,4,0,s,646
40005016,5,0,s,755
40005016,6,1,adv,798
40005016,7,0,adv,205
40005016,8,0,adv,780
40005016,9,0,,264
40005016,10,0,p,799
40005016,11,0,o,755
40005016,12,7,o,357
40005016,13,0,o,800
40005016,14,0,o,801
40005016,15,0,,14
40005016,16,0,p,19503
40005016,17,7,o,9
40005016,18,0,o,457
40005016,19,0,o,755
40005016,20,0,o,9
40005016,21,0,o,105
40005016,22,0,o,237
40005016,23,0,o,761
40005017,1,0,adv,114
40005017,2,0,p,803
40005017,3,0,,331
40005017,4,0,p,804
40005017,5,0,p,805
40005017,6,0,o,9
40005017,7,0,o,806
40005017,8,0,o,101
40005017,9,0,o,15
40005017,10,0,o,763
40005017,11,0,,183
40005017,12,0,p,804
40005017,13,0,p,805
40005017,14,0,,807
40005017,15,0,p,523
40005018,1,0,,808
40005018,2,0,,138
40005018,3,0,p,459
40005018,4,0,io,446
40005018,5,0,,88
40005018,6,0,,316
40005018,7,1,p,3854
40005018,8,0,s,80
40005018,9,0,s,810
40005018,10,0,s,14
40005018,11,0,s,91
40005018,12,0,s,811
40005018,13,0,s,812
40005018,14,0,s,813
40005018,15,0,s,101
40005018,16,0,s,814
40005018,17,0,s,815
40005018,18,0,adv,816
40005018,19,0,adv,817
40005018,20,0,p,3854
40005018,21,0,adv,87
40005018,22,0,adv,36
40005018,23,0,adv,818
40005018,24,0,,88
40005018,25,0,,316
40005018,26,0,s,819
40005018,27,4,p,1869
40005019,1,1,s,821
40005019,2,3,adj,612
40005019,3,0,,84
40005019,4,3,p,19990
40005019,5,0,o,823
40005019,6,7,o,152
40005019,7,0,o,824
40005019,8,0,o,825
40005019,9,0,o,826
40005019,10,0,o,827
40005019,11,0,,14
40005019,12,0,p,828
40005019,13,0,adv,93
40005019,14,0,o,15
40005019,15,0,o,829
40005019,16,0,pc,830
40005019,17,1,p,387
40005019,18,0,adv,105
40005019,19,0,adv,209
40005019,20,0,adv,832
40005019,21,0,adv,205
40005019,22,0,adv,400
40005019,23,1,s,821
40005019,24,0,,833
40005019,25,0,,316
40005019,26,0,p,7591
40005019,27,0,,14
40005019,28,0,p,828
40005019,29,0,s,401
40005019,30,0,pc,835
40005019,31,1,p,387
40005019,32,0,adv,105
40005019,33,0,adv,209
40005019,34,0,adv,832
40005019,35,0,adv,205
40005019,36,0,adv,400
40005020,1,0,p,459
40005020,2,0,,138
40005020,3,0,io,446
40005020,4,0,,331
40005020,5,0,,836
40005020,6,0,adv,837
40005020,7,0,p,838
40005020,8,0,s,755
40005020,9,0,s,91
40005020,10,0,s,839
40005020,11,0,adv,840
40005020,12,0,adv,205
40005020,13,0,adv,841
40005020,14,0,adv,14
40005020,15,0,adv,436
40005020,16,0,adv,816
40005020,17,0,adv,817
40005020,18,0,p,842
40005020,19,1,adv,199
40005020,20,0,adv,60
40005020,21,0,adv,843
40005020,22,0,adv,205
40005020,23,0,adv,400
40005021,1,0,p,844
40005021,2,0,,331
40005021,3,0,p,845
40005021,4,6,io,237
40005021,5,2,io,846
40005021,6,0,adv,781
40005021,7,0,p,847
40005021,8,1,s,821
40005021,9,6,,833
40005021,10,0,,316
40005021,11,0,p,848
40005021,12,0,pc,849
40005021,13,0,p,1813
40005021,14,0,adv,209
40005021,15,2,adv,851
40005022,1,0,s,478
40005022,2,0,,11
40005022,3,0,p,459
40005022,4,0,io,446
40005022,5,0,,331
40005022,6,0,s,853
40005022,7,1,s,80
40005022,8,0,p,854
40005022,9,7,o,99
40005022,10,0,o,855
40005022,11,2,o,17
40005022,12,0,pc,849
40005022,13,0,p,1813
40005022,14,0,adv,209
40005022,15,2,adv,851
40005022,16,1,s,821
40005022,17,6,,833
40005022,18,0,,316
40005022,19,0,p,5125
40005022,20,7,io,99
40005022,21,0,io,855
40005022,22,2,io,17
40005022,23,0,,857
40005022,24,0,pc,849
40005022,25,0,p,1813
40005022,26,0,adv,677
40005022,27,0,adv,858
40005022,28,1,s,821
40005022,29,6,,833
40005022,30,0,,316
40005022,31,0,p,5125
40005022,32,0,voc,859
40005022,33,0,pc,849
40005022,34,0,p,1813
40005022,35,9,adv,199
40005022,36,0,adv,60
40005022,37,0,adv,860
40005022,38,7,adv,258
40005022,39,0,adv,861
40005023,1,0,,612
40005023,2,0,,84
40005023,3,1,p,862
40005023,4,7,o,145
40005023,5,0,o,863
40005023,6,0,o,136
40005023,7,0,adv,439
40005023,8,0,adv,145
40005023,9,0,adv,864
40005023,10,0,adv,865
40005023,11,0,p,866
40005023,12,0,,331
40005023,13,7,s,80
40005023,14,0,s,867
40005023,15,0,s,136
40005023,16,0,p,2023
40005023,17,7,o,869
40005023,18,1,adv,870
40005023,19,0,adv,136
40005024,1,0,p,871
40005024,2,0,adv,315
40005024,3,7,o,145
40005024,4,0,o,863
40005024,5,0,o,136
40005024,6,1,adv,798
40005024,7,0,adv,258
40005024,8,0,adv,872
40005024,9,0,,14
40005024,10,0,p,1432
40005024,11,0,adv,873
40005024,12,0,p,874
40005024,13,7,adv,99
40005024,14,0,adv,855
40005024,15,0,adv,136
40005024,16,0,,14
40005024,17,1,adv,245
40005024,18,0,p,266
40005024,19,1,p,875
40005024,20,7,o,145
40005024,21,0,o,863
40005024,22,0,o,136
40005025,1,0,p,314
40005025,2,0,p,876
40005025,3,7,adv,99
40005025,4,0,adv,877
40005025,5,0,adv,136
40005025,6,0,adv,878
40005025,7,4,adv,88
40005025,8,8,adv,879
40005025,9,0,p,560
40005025,10,0,pc,218
40005025,11,2,pc,17
40005025,12,3,adv,105
40005025,13,7,adv,209
40005025,14,0,adv,880
40005025,15,1,adv,881
40005025,16,0,o,592
40005025,17,0,p,4085
40005025,18,0,s,80
40005025,19,0,s,883
40005025,20,0,io,99
40005025,21,0,io,884
40005025,22,0,,14
40005025,23,0,s,80
40005025,24,0,s,885
40005025,25,0,io,99
40005025,26,0,io,886
40005025,27,0,,14
40005025,28,0,adv,199
40005025,29,1,adv,887
40005025,30,0,p,888
40005026,1,0,,808
40005026,2,0,p,459
40005026,3,0,io,318
40005026,4,0,adv,816
40005026,5,0,adv,817
40005026,6,0,p,889
40005026,7,0,adv,673
40005026,8,0,,88
40005026,9,0,,316
40005026,10,2,p,890
40005026,11,0,o,9
40005026,12,0,o,891
40005026,13,0,o,892
40005027,1,0,p,844
40005027,2,0,,331
40005027,3,0,p,845
40005027,4,2,adv,781
40005027,5,0,p,893
40005028,1,0,s,478
40005028,2,0,,11
40005028,3,0,p,459
40005028,4,0,io,446
40005028,5,0,,331
40005028,6,0,s,853
40005028,7,1,s,80
40005028,8,4,p,894
40005028,9,0,o,135
40005028,10,5,adv,301
40005028,11,7,adv,145
40005028,12,0,p,895
40005028,13,2,o,116
40005028,14,0,adv,465
40005028,15,0,p,896
40005028,16,2,o,116
40005028,17,0,adv,105
40005028,18,7,adv,209
40005028,19,0,adv,739
40005028,20,2,adv,17
40005029,1,0,,559
40005029,2,0,,11
40005029,3,7,s,80
40005029,4,0,s,897
40005029,5,0,s,136
40005029,6,7,s,80
40005029,7,0,s,898
40005029,8,0,p,899
40005029,9,0,o,592
40005029,10,0,p,900
40005029,11,2,o,425
40005029,12,0,,14
40005029,13,0,p,6490
40005029,14,0,adv,87
40005029,15,0,adv,136
40005029,16,0,p,901
40005029,17,0,,138
40005029,18,0,adv,318
40005029,19,1,,158
40005029,20,1,p,902
40005029,21,0,s,813
40005029,22,7,s,468
40005029,23,0,s,903
40005029,24,0,s,136
40005029,25,0,,14
40005029,26,0,adv,114
40005029,27,0,s,156
40005029,28,7,s,137
40005029,29,0,s,904
40005029,30,0,s,136
40005029,31,0,p,905
40005029,32,0,adv,199
40005029,33,0,adv,860
40005030,1,0,,14
40005030,2,0,,559
40005030,3,7,s,91
40005030,4,0,s,906
40005030,5,0,s,136
40005030,6,0,s,907
40005030,7,0,p,899
40005030,8,0,o,592
40005030,9,2,p,908
40005030,10,2,o,116
40005030,11,0,,14
40005030,12,0,p,6490
40005030,13,0,adv,87
40005030,14,0,adv,136
40005030,15,0,p,901
40005030,16,0,,138
40005030,17,0,adv,318
40005030,18,1,,158
40005030,19,1,p,902
40005030,20,0,s,813
40005030,21,7,s,468
40005030,22,0,s,903
40005030,23,0,s,136
40005030,24,0,,14
40005030,25,0,adv,114
40005030,26,0,s,156
40005030,27,7,s,137
40005030,28,0,s,904
40005030,29,0,s,136
40005030,30,3,adv,199
40005030,31,0,adv,860
40005030,32,2,p,909
40005031,1,0,p,845
40005031,2,2,,11
40005031,3,1,s,821
40005031,4,0,,316
40005031,5,0,p,2613
40005031,6,7,o,60
40005031,7,0,o,135
40005031,8,2,o,17
40005031,9,0,p,911
40005031,10,2,io,139
40005031,11,0,o,912
40005032,1,0,s,478
40005032,2,0,,11
40005032,3,0,p,459
40005032,4,0,io,446
40005032,5,0,,331
40005032,6,0,s,853
40005032,7,1,s,80
40005032,8,0,p,913
40005032,9,7,o,60
40005032,10,0,o,135
40005032,11,2,o,17
40005032,12,0,adv,914
40005032,13,6,adv,915
40005032,14,0,adv,916
40005032,15,0,p,1415
40005032,16,2,s,116
40005032,17,0,p,918
40005032,18,0,,14
40005032,19,1,s,821
40005032,20,2,,612
40005032,21,0,p,919
40005032,22,0,p,920
40005032,23,0,p,5370
40005033,1,0,adv,598
40005033,2,0,p,844
40005033,3,0,,331
40005033,4,0,p,845
40005033,5,6,io,237
40005033,6,2,io,846
40005033,7,2,adv,183
40005033,8,0,p,922
40005033,9,5,p,923
40005033,10,1,,11
40005033,11,0,io,99
40005033,12,0,io,924
40005033,13,7,o,15
40005033,14,0,o,925
40005033,15,0,o,136
40005034,1,0,s,478
40005034,2,0,,11
40005034,3,0,p,459
40005034,4,0,io,446
40005034,5,0,adv,114
40005034,6,0,p,926
40005034,7,0,adv,927
40005034,8,0,,928
40005034,9,8,adv,105
40005034,10,0,adv,99
40005034,11,0,adv,929
40005034,12,1,,331
40005034,13,0,pc,930
40005034,14,0,p,521
40005034,15,0,pc,36
40005034,16,0,pc,561
40005035,1,0,,928
40005035,2,8,adv,105
40005035,3,0,adv,209
40005035,4,0,adv,932
40005035,5,1,,331
40005035,6,0,pc,933
40005035,7,0,p,521
40005035,8,7,pc,205
40005035,9,0,pc,935
40005035,10,2,pc,17
40005035,11,0,,928
