vidvan,vidtot,textid,referentie
5030020,5030020,111,2504
5030001,5030014,111,2504
44001008,44001008,111,2508
45001018,45001018,111,2590
45008011,45008011,111,2590
49006012,49006015,111,2615
40013030,40013030,111,2619
55001011,55001011,111,2661
48002009,48002009,111,2661
44019021,44019021,111,2666
47005016,47005016,111,2666
47005017,47005020,111,2666
44013039,44013039,111,2666
49002012,49002012,111,2667
49002019,49002019,111,2667
44021028,44021028,111,2669
44021020,44021020,111,2669
44022022,44022022,111,2669
55004019,55004019,111,2694
44018002,44018002,111,2694
44018018,44018018,111,2694
45009003,45009003,111,2695
43018020,43018020,111,2695
44014014,44014014,111,2695
50004022,50004022,111,2697
40015021,40015021,111,2700
44013001,44013001,111,2702
44017005,44017009,111,2702
44020004,44020004,111,2702
45001001,45001001,111,2704
46005009,46005009,112,2713
46007001,46007001,112,2713
44018011,44018011,112,2718
45016023,45016023,112,2721
43004002,43004002,112,2721
51002012,51002012,112,2721
44018024,44018028,112,2736
44011019,44011019,112,2754
2003005,2003005,112,2770
2029037,2029037,112,2777
43008042,43008042,112,2788
45011036,45011036,112,2788
43006057,43006057,112,2788
43017022,43017022,112,2788
44001022,44001022,112,2791
40019028,40019028,112,2791
46013007,46013007,112,2803
49004003,49004003,112,2811
55002022,55002022,112,2811
46001017,46001017,112,2814
44015020,44015020,112,2814
44016004,44016004,112,2814
51002014,51002014,112,2814
44013002,44013002,112,2814
49004011,49004011,112,2823
46012031,46012031,112,2823
46013008,46013008,112,2823
46013008,46013008,112,2823
46002006,46002006,112,2827
49004018,49004018,112,2827
50003015,50003015,112,2827
51004008,51004008,112,2827
51004012,51004012,112,2827
51001025,51001025,112,2827
49001003,49001003,112,2827
51001028,51001028,112,2829
51004012,51004012,112,2829
49003009,49003009,112,2830
46014021,46014021,112,2836
23028012,23028012,112,2836
46014038,46014038,112,2841
46005005,46005005,112,2843
52004016,52004016,112,2853
46015052,46015052,112,2853
50003021,50003021,112,2853
50003021,50003021,112,2861
46016011,46016011,112,2866
42024038,42024038,112,2866
52004016,52004016,112,2867
50003021,50003021,112,2867
28013014,28013014,112,2868
66020014,66020014,112,2868
48002010,48002010,112,2871
45015027,45015027,112,2871
49003006,49003006,112,2871
44021018,44021022,112,2871
44019026,44019026,112,2872
44019022,44019022,112,2873
54004012,54004012,112,2873
44018024,44018024,112,2874
39003009,39003009,112,2875
3027021,3027029,112,2875
6007001,6007015,112,2875
9015001,9015020,112,2875
41014036,41014036,112,2875
46008015,46008015,112,2875
48004006,48004006,112,2875
46005001,46005001,113,2891
46005005,46005005,113,2891
2034028,2034035,113,2900
2034033,2034033,113,2900
58001003,58001003,113,2906
40013021,40013021,113,2910
41004017,41004017,113,2910
58011025,58011025,113,2910
3026011,3026012,113,2924
23052011,23052011,113,2925
51001016,51001016,113,2933
50002006,50002006,113,2933
50002007,50002008,113,2933
44020004,44020004,113,2936
48002010,48002010,113,2945
46001012,46001012,113,2947
61003016,61003016,113,2954
60005008,60005008,113,2956
44006001,44006001,113,2959
44014019,44014019,113,2959
44014026,44014026,113,2963
61003005,61003005,113,2963
61003007,61003007,113,2963
66021001,66021001,113,2963
66022002,66022002,113,2963
44020002,44020002,113,2969
44009001,44009020,114,2984
44015007,44015011,114,2988
1022015,1022018,114,3009
44021020,44021020,114,3032
51002008,51002008,114,3023
48004009,48004009,114,3023
45006001,45006001,114,3035
48006002,48006002,114,3049
48006004,48006004,114,3049
48006030,48006030,114,3049
50002010,50002010,115,3062
48004001,48004007,115,3065
47005017,47005017,115,3065
49003004,49003005,115,3067
60003022,60003022,115,3067
49003009,49003009,115,3067
52004013,52004013,115,3068
44019010,44019010,115,3071
44020027,44020027,115,3071
49003009,49003009,115,3071
49003001,49003001,115,3071
45006002,45006002,115,3076
45006008,45006011,115,3076
45004016,45004016,115,3081
3001002,3001002,115,3081
3002001,3002001,115,3081
3003001,3003001,115,3081
41007011,41007011,115,3081
44015020,44015020,115,3086
44016004,44016004,115,3086
49004024,49004024,115,3086
49004022,49004022,115,3086
49004001,49004001,115,3091
45015009,45015012,115,3091
45015016,45015016,115,3091
45015027,45015027,115,3091
46012013,46012013,115,3091
46012027,46012027,115,3091
49002012,49002012,115,3091
49003001,49003001,115,3095
19068018,19068018,115,3105
46013010,46013010,115,3106
50003015,50003015,115,3106
51001028,51001028,115,3106
51004012,51004012,115,3106
45002010,45002010,115,3106
46013008,46013008,115,3106
51003008,51003008,115,3112
2022001,2022005,115,3113
24003008,24003020,115,3125
49001009,49001009,115,3126
49003009,49003009,115,3126
49006019,49006019,115,3126
48003028,48003028,115,3126
50001012,50001012,115,3135
49006015,49006015,115,3131
44028016,44028021,116,3146
49004001,49004001,116,3146
50004022,50004022,116,3146
44028031,44028031,116,3150
55004006,55004006,116,3152
42012036,42012036,116,3152
55003005,55003005,116,3159
46015028,46015028,116,3160
60003022,60003022,116,3160
51001020,51001020,116,3160
4015005,4015005,116,3163
49001003,49001003,116,3167
54005023,54005023,116,3167
45015008,45015008,116,3178
49002005,49002006,116,3178
46015024,46015028,116,3184
45005018,45005018,117,3215
54004010,54004010,117,3215
46015024,46015027,117,3215
5005008,5005008,117,3213
54006016,54006016,117,3213
43004024,43004024,117,3213
27002044,27002044,117,3212
46015051,46015051,117,3208
52004016,52004016,117,3208
2027001,2027001,117,3224
2030017,2030017,117,3224
44015023,44015029,117,3225
43019010,43019011,117,3227
46013013,46013013,117,3236
49004003,49004006,117,3236
48003028,48003028,117,3240
55003002,55003002,117,3242
49006021,49006021,117,3251
44012025,44012025,117,3252
44013013,44013013,117,3252
44015037,44015040,117,3252
55004011,55004011,117,3252
51001007,51001007,117,3254
46013013,46013013,118,3261
44016009,44016009,118,3262
44018010,44018010,118,3262
44017006,44017006,118,3263
50004016,50004016,118,3269
47010010,47010010,118,3269
44020002,44020002,118,3275
44017015,44017015,118,3278
44018005,44018005,118,3278
43005029,43005029,118,3289
66020005,66020005,118,3289
45005009,45005009,118,3289
52005009,52005009,118,3289
46015051,46015051,118,3289
50003021,50003021,118,3289
44009003,44009003,118,3289
44009008,44009008,118,3289
44009018,44009018,118,3289
47004014,47004014,118,3291
44003002,44003016,118,3303
46013008,46013008,118,3302
52001001,52001001,118,3302
52005015,52005015,118,3296
66003003,66003003,118,3296
42012037,42012037,118,3296
41013034,41013034,118,3296
52005013,52005013,118,3296
40024042,40024042,118,3296
46004003,46004003,118,3295
53003017,53003017,119,3306
53003017,53003017,119,3313
66013001,66013008,119,3314
53003027,53003027,119,3314
66013014,66013014,119,3314
40024015,40024022,119,3314
47011014,47011015,119,3316
11018024,11018024,119,3316
66015013,66015013,119,3316
66013015,66013015,119,3316
5025004,5025004,119,3324
46009001,46009019,119,3324
44008001,44008003,119,3324
53002002,53002002,119,3327
46015024,46015024,120,3334
44009001,44009002,120,3333
45006014,45006014,120,3331
48005023,48005023,120,3331
45010004,45010004,120,3331
48004005,48004005,120,3331
48003019,48003019,120,3331
45003020,45003020,120,3331
45002014,45002014,120,3331
47005016,47005016,120,3330
44018018,44018018,120,3329
41008002,41008002,120,3329
40015032,40015032,120,3329
45005011,45005011,120,3336
45016025,45016025,120,3336
46015024,46015024,120,3337
45005018,45005018,120,3338
40020028,40020028,120,3338
1003012,1003012,120,3340
49003010,49003010,120,3345
58010020,58010020,120,3345
54001007,54001007,120,3342
56001005,56001005,120,3342
54001015,54001015,120,3350
54003001,54003001,120,3350
54004009,54004009,120,3350
44006001,44006001,120,3356
5025004,5025004,120,3357
46009009,46009009,120,3357
46009014,46009014,120,3357
42010007,42010007,120,3357
55001006,55001006,120,3360
47012007,47012007,120,3361
44013002,44013002,120,3361
54006021,54006021,120,3361
44028028,44028028,120,3361
50002026,50002026,120,3361
47003018,47003018,120,3361
45004017,45004017,120,3367
46015036,46015036,120,3367
43005219,43005219,120,3367
45008011,45008011,120,3367
47003006,47003006,120,3367
46015022,46015022,120,3367
46009019,46009019,120,3368
62003002,62003002,120,3368
50002019,50002019,121,3372
44016001,44016001,121,3372
47001001,47001001,121,3372
50001001,50001001,121,3372
51001001,51001001,121,3372
52001001,52001001,121,3372
53001001,53001001,121,3372
57001001,57001001,121,3372
58013023,58013023,121,3372
46015012,46015012,121,3385
54003015,54003015,121,3386
47012010,47012010,121,3394
44014019,44014019,121,3394
45015024,45015024,121,3401
56003012,56003012,121,3401
44013013,44013013,121,3403
44015038,44015038,121,3403
55001015,55001015,121,3404
55004010,55004010,121,3404
58009026,58009026,122,3410
48002001,48002005,122,3412
44010014,44010014,122,3418
41005015,41005015,122,3421
42008035,42008035,122,3421
54003011,54003011,122,3421
55003003,55003003,122,3421
46004008,46004008,122,3426
43003005,43003005,122,3427
56003002,56003002,122,3428
56003006,56003006,122,3428
44005017,44005017,122,3430
44015005,44015005,122,3430
44026005,44026005,122,3430
44002045,44002045,122,3430
55004012,55004012,122,3431
49006021,49006021,122,3431
55004011,55004011,123,3441
45009005,45009005,124,3444
51001016,51001016,124,3445
43014009,43014010,124,3446
40010011,40010011,124,3448
42007024,42007024,124,3448
42009052,42009052,124,3448
52004016,52004016,124,3448
48003019,48003019,124,3448
18038007,18038007,124,3449
42003038,42003038,124,3449
28001010,28001010,124,3449
19002007,19002007,124,3449
40001023,40001023,124,3449
42001032,42001033,124,3449
43001014,43001014,124,3449
10007014,10007014,124,3449
19104004,19104004,124,3450
46015028,46015028,124,3452
19045006,19045007,124,3452
49003010,49003010,124,3453
51001016,51001016,124,3453
13022018,13022018,124,3455
19110001,19110001,124,3455
66005008,66005012,124,3460
61002011,61002011,124,3461
50003014,50003014,124,3467
49001003,49001003,124,3467
49001020,49001020,124,3467
49003016,49003016,124,3467
49006012,49006012,124,3467
58012022,58012022,124,3467
58008005,58008005,124,3467
58011015,58011015,124,3467
66021010,66021010,124,3467
45011029,45011029,124,3467
46001026,46001026,124,3467
49001018,49001018,124,3467
55001009,55001009,124,3467
58003006,58003014,124,3467
61001010,61001010,124,3467
60002005,60002005,124,3467
19095007,19095011,124,3468
2017001,2017007,124,3468
4020001,4020013,124,3468
1002002,1002002,124,3473
66021022,66021022,124,3477
49002018,49002018,124,3477
4016040,4016040,124,3481
14026016,14026021,124,3481
46001017,46001017,124,3486
49004001,49004001,124,3486
58010034,58010034,124,3488
58013001,58013001,124,3488
40010040,40010042,124,3488
58007024,58007024,124,3498
58007006,58007006,124,3498
66021003,66021003,124,3495
66022022,66022022,124,3495
45005001,45005001,124,3494
23009004,23009004,124,3494
23032017,23032017,124,3494
19085010,19085010,124,3494
19072003,19072003,124,3494
60002009,60002009,124,3493
2019006,2019006,124,3493
24031031,24031034,124,3507
2026035,2026035,124,3512
2040022,2040025,124,3512
14026019,14026019,124,3512
26008011,26008011,124,3512
26036025,26036025,124,3514
1015008,1015021,124,3517
2024005,2024008,124,3517
4035022,4035029,124,3520
52005010,52005010,124,3523
58009014,58009014,124,3528
3001001,3001005,124,3528
2024005,2024005,124,3529
26043022,26043022,124,3530
43015003,43015003,124,3531
4015030,4015030,124,3532
4015032,4015036,124,3532
47005007,47005007,124,3532
45006001,45006001,124,3532
45008001,45008001,124,3532
2002014,2002014,124,3552
1015013,1015014,124,3549
1048008,1048020,124,3548
1015008,1015008,124,3542
1012010,1012010,124,3542
46010011,46010011,124,3538
47005017,47005017,124,3538
58001003,58001003,124,3537
47011017,47011017,124,3537
47009004,47009004,124,3537
2019012,2019020,124,3564
44007053,44007053,124,3565
58001014,58001014,124,3565
2012015,2012015,124,3566
4003012,4003013,124,3566
4003042,4003042,124,3566
58006012,58006013,124,3568
58009009,58009010,124,3574
43010016,43010016,124,3578
44018002,44018002,125,3583
59001007,59001007,125,3584
66018004,66018004,125,3586
41010023,41010023,125,3586
51002018,51002018,125,3590
44013043,44013043,125,3593
45004016,45004016,125,3595
45011006,45011006,125,3595
59004006,59004006,125,3595
55002019,55002019,125,3596
45012014,45012014,125,3601
45005008,45005008,125,3608
45005008,45005008,125,3609
50003020,50003020,125,3613
40005034,40005034,125,3615
44018018,44018018,125,3616
44021023,44021023,125,3616
58012003,58012003,125,3616
59001005,59001005,125,3618
59005013,59005016,125,3618
66002020,66002020,125,3619
66012009,66012009,125,3619
66013014,66013014,125,3619
49003008,49003009,126,3627
60003022,60003022,126,3628
49001010,49001010,126,3628
43003003,43003003,126,3632
47005011,47005011,126,3632
46015052,46015052,126,3632
40019028,40019028,126,3632
24031036,24031036,126,3632
19118022,19118023,126,3635
40021033,40021046,126,3635
23028016,23028016,126,3636
44004011,44004011,126,3637
2019004,2019006,126,3638
28001009,28001011,126,3639
28002023,28002023,126,3639
41007026,41007026,126,3643
45015008,45015008,126,3643
46011001,46011001,126,3643
49005001,49005001,126,3643
49005021,49005021,126,3647
40005039,40005039,126,3649
42006027,42006027,126,3649
45012021,45012021,126,3649
45012014,45012014,126,3649
49005002,49005002,126,3649
19034012,19034016,126,3650
23008012,23008013,126,3651
60002004,60002004,126,3654
44002038,44002038,126,3655
45003025,45003025,126,3659
62002002,62002002,126,3659
19078052,19078052,126,3665
40009036,40009036,126,3665
58013020,58013020,126,3665
60002025,60002025,126,3665
43010011,43010011,126,3665
60005004,60005004,126,3665
49004001,49004001,126,3665
43013001,43013016,126,3666
50004006,50004007,126,3667
61002020,61002020,127,3673
45001028,45001028,127,3673
43021018,43021018,127,3678
40017001,40017008,127,3679
41009002,41009007,127,3679
42009028,42009035,127,3679
66009014,66009014,127,3683
23045018,23045018,127,3690
19090004,19090004,127,3691
52005002,52005002,127,3692
66020011,66020011,127,3692
66021001,66021001,127,3692
1001002,1001002,127,3692
66021001,66021001,127,3692
47012002,47012002,127,3692
44001021,44001021,128,3696
49003009,49003009,128,3696
47004004,47004004,128,3696
51001015,51001015,128,3696
18042005,18042005,128,3696
43001014,43001014,128,3696
44002038,44002038,128,3699
59002014,59002014,128,3699
45008001,45008001,128,3699
62005019,62005019,128,3706
27009026,27009026,128,3707
53002008,53002008,128,3707
66013001,66013001,128,3707
66013011,66013011,128,3707
40024024,40024024,128,3707
41013022,41013022,128,3707
62004003,62004003,128,3707
43003003,43003003,128,3711
46015051,46015051,128,3711
47005017,47005017,128,3711
43003016,43003016,128,3711
50003021,50003021,128,3712
60005008,60005008,128,3713
18002005,18002005,128,3713
51001020,51001020,128,3713
62003012,62003012,128,3714
62003016,62003016,128,3714
43001034,43001034,128,3731
43019035,43019035,128,3731
40003017,40003017,128,3731
43019034,43019034,128,3731
40027054,40027054,128,3731
62005031,62005031,128,3733
66014010,66014010,128,3734
66013015,66013015,128,3734
64001010,64001010,129,3741
38014004,38014004,129,3741
42021027,42021027,129,3741
63001062,63001062,129,3741
41013026,41013026,129,3741
63001064,63001064,129,3741
63001030,63001030,129,3741
40016028,40016028,129,3741
62004002,62004002,129,3741
45007006,45007006,129,3739
45006015,45006015,129,3739
58008010,58008010,129,3739
45013008,45013008,129,3739
49001003,49001003,130,3744
60001009,60001009,130,3744
48002007,48002007,131,3751
26016053,26016056,131,3754
1004003,1004003,131,3755
1003017,1003017,131,3755
4016032,4016032,131,3755
1005018,1005018,131,3756
66011003,66011003,131,3756
65001003,65001003,131,3756
65001008,65001008,131,3756
61003001,61003004,131,3758
43020004,43020004,132,3762
43012033,43012033,132,3762
43018032,43018032,132,3762
43021019,43021019,132,3762
44025027,44025027,132,3762
66012001,66012001,132,3762
66012003,66012003,132,3762
66015001,66015001,132,3762
66013013,66013014,132,3762
44019020,44019020,132,3762
66016014,66016014,132,3762
60004007,60004007,132,3763
66004008,66004008,132,3764
66001008,66001008,132,3764
66011017,66011017,132,3764
66016005,66016005,132,3764
2039029,2039029,132,3768
60004017,60004017,132,3768
27010005,27010005,132,3768
27012003,27012003,132,3769
23041004,23041004,132,3770
23044006,23044006,132,3770
23048012,23048012,132,3770
66002008,66002008,132,3770
66022013,66022013,132,3770
66010007,66010007,132,3772
66017005,66017005,132,3772
66017007,66017007,132,3772
28011001,28011001,132,3779
24002002,24002002,132,3779
26016008,26016008,132,3779
26016010,26016010,132,3779
2019004,2019004,132,3779
2019006,2019006,132,3779
66002015,66002015,132,3780
4025002,4025002,132,3780
66022002,66022002,132,3781
49001003,49001003,132,3781
59001012,59001012,132,3785
66020011,66020011,132,3786
66002020,66002020,132,3788
66014004,66014004,132,3788
66021008,66021008,132,3788
66022015,66022015,132,3788
65001015,65001015,132,3788
4031008,4031008,132,3788
6013022,6013022,132,3788
66019021,66019021,132,3788
66012014,66012014,132,3789
40006011,40006011,132,3789
11016031,11016031,132,3792
61002015,61002015,132,3792
66009020,66009021,132,3792
66018003,66018003,132,3792
66002006,66002006,132,3792
66002014,66002014,132,3792
66006008,66006008,132,3793
46002010,46002010,132,3794
1003001,1003001,132,3794
1003006,1003006,132,3794
66012005,66012005,132,3795
66019015,66019015,132,3795
66022016,66022016,132,3796
66004005,66004005,132,3799
66005006,66005006,132,3799
52005002,52005002,132,3801
61003010,61003010,132,3801
66016015,66016015,132,3801
40024042,40024044,132,3801
42012039,42012039,132,3801
52005003,52005003,132,3801
52005004,52005004,132,3801
52005011,52005011,132,3801
5029018,5029020,132,3802
10023008,10023008,132,3802
10023039,10023039,132,3802
10020023,10020023,132,3802
51003003,51003003,132,3802
66013008,66013008,132,3802
51004008,51004008,132,3802
66020012,66020012,132,3802
66020015,66020015,132,3802
66021027,66021027,132,3802
66022019,66022019,132,3802
23022015,23022025,132,3804
23036022,23036022,132,3804
66001009,66001009,132,3807
66002002,66002003,132,3807
66002019,66002019,132,3807
66003010,66003010,132,3807
66013010,66013010,132,3807
66014012,66014012,132,3807
40010022,40010022,132,3807
40024013,40024013,132,3807
41013013,41013013,132,3807
66007015,66007015,132,3808
5034000,5034000,132,3808
66007003,66007003,132,3808
66009004,66009004,132,3808
66022004,66022004,132,3808
66013016,66013016,132,3808
66014009,66014009,132,3808
66020004,66020004,132,3808
51001015,51001015,132,3810
66021006,66021006,132,3810
51004013,51004013,132,3810
40020021,40020021,132,3814
66011018,66011018,132,3814
66020004,66020004,132,3814
18042005,18042005,132,3815
27007014,27007014,132,3818
66011019,66011019,132,3818
27012015,27012015,132,3818
5034000,5034000,132,3818
66019011,66019011,132,3818
66009002,66009002,132,3818
66012016,66012016,132,3818
66008001,66008001,132,3818
66020012,66020012,132,3818
66011019,66011019,132,3818
66015005,66015005,132,3818
1009009,1009009,132,3819
1009017,1009017,132,3819
40014037,40014037,132,3819
42017026,42017026,132,3819
66004010,66004010,132,3820
66005005,66005005,132,3820
66005008,66005008,132,3820
66005011,66005011,132,3820
66005014,66005014,132,3820
66007011,66007011,132,3820
66007014,66007014,132,3820
66011016,66011016,132,3821
5034000,5034000,132,3821
66014003,66014003,132,3821
66019004,66019004,132,3821
13024003,13024003,132,3821
13024005,13024005,132,3821
58008005,58008005,132,3821
66009023,66009023,132,3821
1009009,1009010,132,3822
1003024,1003024,132,3822
2025020,2025020,132,3822
26001006,26001006,132,3822
26010020,26010020,132,3822
40019007,40019007,132,3826
41010004,41010004,132,3826
24032008,24032014,132,3826
66005009,66005009,132,3826
66011015,66011015,132,3826
43001029,43001029,132,3827
43001038,43001038,132,3827
44008032,44008032,132,3827
60001019,60001019,132,3827
43021015,43021015,132,3827
9010005,9010005,132,3828
13025001,13025001,132,3828
13025003,13025003,132,3828
19092001,19092003,132,3828
19149003,19149003,132,3828
40006010,40006010,132,3828
40024008,40024008,132,3834
40024021,40024021,132,3834
41013019,41013019,132,3834
42021005,42021036,132,3834
20021031,20021031,132,3835
18039019,18039025,132,3835
38009010,38009010,132,3835
38010003,38010003,132,3835
5017016,5017016,132,3835
27007007,27007007,132,3835
66013001,66013001,132,3835
40024007,40024007,132,3837
3019036,3019036,132,3837
18003016,18003016,132,3837
27005027,27005027,132,3837
26004009,26004012,132,3837
40020002,40020013,132,3838
66012003,66012004,132,3839
40016018,40016018,132,3839
66001001,66001001,132,3839
14020009,14020009,132,3839
24021007,24021007,132,3839
66022010,66022010,132,3839
24044013,24044013,132,3839
26006011,26006011,132,3839
1009004,1009005,132,3840
3004007,3004007,132,3840
40024009,40024009,132,3840
66002010,66002010,132,3840
40012010,40012011,132,3840
40020004,40020004,132,3840
45012014,45012014,132,3841
23061002,23061002,132,3841
42004018,42004019,132,3841
42018001,42018008,132,3841
5032043,5032043,132,3841
5034000,5034000,132,3842
40024029,40024029,132,3842
66008005,66008005,132,3842
40011013,40011013,132,3842
40011019,40011019,132,3842
40016018,40016018,132,3842
58012026,58012026,132,3842
37002021,37002021,132,3842
38014004,38014005,132,3842
66002031,66002031,132,3843
44002020,44002020,132,3843
66002010,66002011,132,3843
66022004,66022004,132,3843
28010008,28010008,132,3844
42023030,42023030,132,3844
66003015,66003015,132,3844
66011015,66011015,132,3845
5034000,5034000,132,3845
40024031,40024031,132,3848
27007002,27007002,132,3848
66008008,66008008,132,3848
66011004,66011004,132,3848
24049036,24049036,132,3848
66013018,66013018,132,3850
66014001,66014001,132,3850
11019018,11019018,132,3851
4031049,4031049,132,3851
66022000,66022000,132,3851
5029018,5029026,132,3852
11012028,11012030,132,3852
28004017,28004017,132,3852
3023040,3023040,132,3853
5034000,5034000,132,3853
66014004,66014004,132,3853
3023039,3023039,132,3853
5034000,5034000,132,3853
66007014,66007014,132,3853
5012011,5012011,132,3853
66006011,66006011,132,3853
3011025,3011025,132,3854
4008021,4008021,132,3854
45004004,45004004,132,3854
45011006,45011006,132,3854
40024021,40024021,132,3854
2019006,2019006,132,3855
60002009,60002009,132,3855
66001006,66001006,132,3855
66004005,66004006,132,3856
44021040,44021040,132,3859
4010009,4010009,132,3860
7003027,7003027,132,3860
7006034,7006034,132,3860
7007008,7007008,132,3860
7007018,7007018,132,3860
9013003,9013003,132,3860
66001014,66001016,132,3860
66002001,66002001,132,3860
66006009,66006009,132,3860
66015001,66015001,132,3860
66001004,66001004,132,3860
42001019,42001019,132,3860
2030006,2030006,132,3861
2040005,2040005,132,3861
2040026,2040026,132,3861
66010005,66010005,132,3862
66010008,66010008,132,3862
66002030,66002030,132,3863
2009023,2009025,132,3863
66001019,66001019,132,3863
2007020,2007021,132,3864
19078044,19078044,132,3864
66022029,66022029,132,3864
28004003,28004003,132,3864
23002016,23002016,132,3864
2007020,2007021,132,3865
19078044,19078044,132,3865
19105029,19105029,132,3865
42021025,42021025,132,3867
66006012,66006012,132,3867
5028049,5028049,132,3868
24004013,24004013,132,3868
35001008,35001008,132,3868
1001002,1001002,132,3871
1007011,1007011,132,3871
1008002,1008002,132,3871
1049025,1049025,132,3871
5033013,5033013,132,3871
5008007,5008007,132,3871
20008028,20008028,132,3871
20008024,20008024,132,3871
42008031,42008031,132,3871
45010007,45010007,132,3871
66009001,66009002,132,3871
66011007,66011007,132,3871
66017008,66017008,132,3871
66011007,66011007,132,3871
66017008,66017008,132,3871
2010012,2010012,132,3872
20030027,20030027,132,3872
61002004,61002004,132,3873
2034010,2034010,132,3873
66006008,66006008,132,3873
2008011,2008011,132,3873
66009006,66009006,132,3873
5011024,5011024,132,3879
6001003,6001003,132,3879
60005008,60005008,132,3880
66006019,66006019,132,3880
5034000,5034000,132,3880
66014002,66014002,132,3880
66019006,66019006,132,3880
66004005,66004005,132,3880
66008005,66008005,132,3880
66011019,66011019,132,3880
66016018,66016018,132,3880
66006011,66006011,132,3881
30003007,30003007,132,3882
42012052,42012053,132,3884
58001008,58001008,132,3887
66002027,66002027,132,3887
66012005,66012005,132,3887
66019015,66019015,132,3887
66012001,66012001,132,3887
66013005,66013005,132,3887
66012001,66012001,132,3887
66011003,66011003,132,3887
66012006,66012006,132,3887
66012007,66012007,132,3887
66012149,66012149,132,3887
27009027,27009027,132,3887
11017019,11017019,132,3888
66004005,66004005,132,3888
40017010,40017013,132,3888
40011014,40011014,132,3888
42001017,42001017,132,3888
12002011,12002011,132,3888
42009030,42009031,132,3888
1005024,1005024,132,3888
66016018,66016018,132,3892
66015007,66015007,132,3894
66019011,66019017,132,3894
66020004,66020004,132,3895
66004001,66004001,132,3895
66011019,66011019,132,3895
66015004,66015004,132,3895
45009004,45009004,132,3895
66015005,66015005,132,3895
2019006,2019006,132,3895
60002009,60002009,132,3895
23026017,23026017,132,3898
5034000,5034000,132,3898
66007003,66007003,132,3898
66011001,66011001,132,3898
66014001,66014001,132,3898
66014004,66014004,132,3898
66005006,66005006,132,3899
27010013,27010013,132,3901
27010021,27010021,132,3901
18001006,18001006,132,3902
49006012,49006012,132,3902
4022022,4022022,132,3902
4022032,4022032,132,3902
9029004,9029004,132,3902
10019022,10019022,132,3902
27009027,27009027,132,3904
33001016,33001016,132,3905
24049016,24049016,132,3905
40024005,40024005,132,3908
66006001,66006002,132,3908
27007007,27007007,132,3908
27007010,27007010,132,3908
66016013,66016013,132,3912
11018024,11018024,132,3912
53002011,53002011,132,3912
43006063,43006063,132,3913
51001015,51001015,132,3913
5034000,5034000,132,3915
66022000,66022000,132,3918
66007003,66007008,132,3918
66007003,66007003,132,3918
66013017,66013017,132,3918
3023010,3023010,132,3918
66007009,66007009,132,3918
45004016,45004016,132,3919
44002038,44002038,132,3919
44017024,44017031,132,3919
19075008,19075008,132,3921
19060003,19060003,132,3921
23051017,23051023,132,3921
66018006,66018006,132,3921
40027034,40027034,132,3921
41015023,41015023,132,3921
66009005,66009005,132,3922
66020010,66020010,132,3922
66018008,66018008,132,3922
66019021,66019021,132,3922
40013030,40013030,132,3924
46009024,46009024,132,3925
23034006,23034008,132,3925
66019015,66019015,132,3925
66003006,66003006,132,3925
66003016,66003016,132,3925
66003013,66003014,132,3925
36003008,36003008,132,3925
23034001,23034001,132,3925
23034008,23034008,132,3925
66006009,66006009,132,3928
5032001,5032043,132,3929
66008002,66008002,132,3931
66008003,66008003,132,3931
23011016,23011016,132,3931
66008008,66008008,132,3934
2007017,2007021,132,3935
66006009,66006009,132,3936
45012020,45012020,132,3936
66008012,66008012,132,3937
42021025,42021025,132,3937
39004001,39004001,132,3937
23024006,23024006,132,3937
23042025,23042025,132,3937
66014007,66014007,132,3937
2010021,2010023,132,3940
41013024,41013024,132,3940
66002031,66002031,132,3940
44002020,44002020,132,3940
66009002,66009002,132,3940
52005004,52005004,132,3942
52004016,52004016,132,3942
7005019,7005019,132,3943
12023029,12023029,132,3943
66019019,66019019,132,3943
66019011,66019021,132,3943
66014017,66014020,132,3943
2009018,2009026,132,3946
66019005,66019005,132,3949
66014008,66014008,132,3949
66016019,66016019,132,3949
66012001,66012001,132,3950
66013001,66013001,132,3950
66001001,66001001,132,3951
66013001,66013001,132,3953
66013003,66013003,132,3953
66019019,66019021,132,3956
38005005,38005011,132,3961
23047011,23047011,132,3964
24051029,24051029,132,3964
66005013,66005013,132,3964
23013006,23013006,132,3964
23013010,23013010,132,3964
66006012,66006012,132,3964
24050004,24050004,132,3964
2007011,2007017,132,3974
5018010,5018010,132,3974
12009022,12009022,132,3974
23047009,23047009,132,3974
24027009,24027009,132,3974
27002002,27002002,132,3974
33005012,33005012,132,3974
34003004,34003004,132,3974
40023035,40023035,132,3975
19104035,19104035,132,3978
66022045,66022045,132,3978
66022001,66022001,132,3978
66022001,66022001,132,3978
66022018,66022018,132,3978
66022019,66022019,132,3978
66022002,66022002,132,3978
66019001,66019001,132,3978
66019003,66019004,132,3978
66019006,66019006,132,3978
43003028,43003030,132,3979
43002001,43002011,132,3979
24031022,24031022,132,3979
26016008,26016014,132,3979
28002006,28002013,132,3979
5024001,5024004,132,3979
24003001,24003001,132,3979
28003003,28003003,132,3979
66003014,66003014,132,3979
24002032,24002032,132,3979
40021001,40021009,132,3981
66006002,66006002,132,3981
66004001,66004001,132,3981
66022001,66022006,132,3981
66014017,66014020,132,3981
23063002,23063002,132,3981
66012007,66012009,132,3982
66022011,66022022,132,3983
66020009,66020009,132,3983
12019035,12019035,132,3985
66020010,66020010,132,3996
46015023,46015023,132,3994
