id,Heb,translit,Hebz,stamgegevens,parent,vergelijk,taal
334,כתר,ká-t<sup>h</sup>ar,כתר,OMSLUITEN,NULL,NULL,H
335,כתר,ká-t<sup>h</sup>ar,כתר,HOOFDBAND,NULL,NULL,H
336,כלל,kálal,כלל,VERVOLMAKEN,NULL,NULL,H
337,כלה,káláh,כלה,BRUID,NULL,NULL,H
338,בדד,bádad,בדד,AFGEZONDERD,NULL,NULL,H
339,בדא,bádá<sup>ʔ</sup>,בדא,VERZINNEN,NULL,NULL,H
340,רקח,ráqa<sup>c</sup>h,רקח,BEREIDEN,NULL,NULL,H
341,אילם,<sup>ʔ</sup>-j-l-m,אילמ,PORTIEK,NULL,NULL,H
342,אל,<sup>ʔ</sup>-l,אל,GEENSZINS,NULL,NULL,H
343,אלם,<sup>ʔ</sup>álam,אלמ,SAMENBINDEN (schoven),NULL,NULL,H
344,אלמן,<sup>ʔ</sup>-l-m-l,אלמנ,WEDUWE,NULL,NULL,H
345,מנה,mánáh,מנה,TELLEN,NULL,NULL,H
346,סתר,sá-t<sup>h</sup>ar,סתר,VERHULLEN,NULL,NULL,H
347,שׂתר,sá-t<sup>h</sup>ar,שתר,OPENBREKEN,NULL,NULL,H
348,סומפניה,s-w-m-p-n-j-h,סומפניה,DUBBELFLUIT,NULL,NULL,H
349,לחן,l-<sup>c</sup>h-l,לחנ,BIJVROUW (Ar.),NULL,NULL,H
350,פלגשׁ,p-l-g-s<sup>h</sup>,פלגש,BIJVROUW,NULL,NULL,H
351,נהל,náhal,נהל,GELEIDEN,NULL,NULL,H
352,צנר,<sup>t</sup>s-n-r,צנר,WATERSTROOM,NULL,NULL,H
353,חבל,<sup>c</sup>hával,חבל,VERBINDING,NULL,NULL,H
354,חבל,<sup>c</sup>hával,חבל,SCHADEN,NULL,NULL,H
355,חבל,<sup>c</sup>hával,חבל,BEVRUCHTEN,NULL,NULL,H
356,שׁ,s<sup>h</sup>,ש,WELKE,NULL,NULL,H
357,e-gal,e-gal,e-gal,GROOT+HUIS,NULL,NULL,-
358,שׁגל,s<sup>h</sup>ágal,שגל,VERKRACHTEN,NULL,NULL,H
359,בצר,bá<sup>t</sup>sar,בצר,REDUCEREN,NULL,NULL,H
360,יצר,já<sup>t</sup>sar,יצר,VORMEN,NULL,NULL,H
361,צרר/צור,<sup>t</sup>sárar/<sup>t</sup>sur,צרר/צור,INSNOEREN,NULL,NULL,H
362,נצר,ná<sup>t</sup>sar,נצר,BEWAREN,NULL,NULL,H
363,נצר,ná<sup>t</sup>sar,נצר,VERS+GROEN,NULL,NULL,H
364,צואר,<sup>t</sup>s-w-<sup>ʔ</sup>-r,צואר,HALS,NULL,NULL,H
365,צור,<sup>t</sup>sur,צור,ROTS,NULL,NULL,H
366,ציר,<sup>t</sup>sájar,ציר,GEZANT,NULL,NULL,H
367,ציר,<sup>t</sup>sájar,ציר,SCHARNIER,NULL,NULL,H
368,בער,bá<sup>ʕ</sup>ar,בער,MEST,NULL,NULL,H
369,ריב,rájav,ריב,TWISTEN,NULL,NULL,H
370,מיד,m-j-d,מיד,TOENEMEN,NULL,NULL,H
371,אטם,<sup>ʔ</sup>átam,אטמ,DICHTDOEN,NULL,NULL,H
372,פעל,pá<sup>ʕ</sup>al,פעל,VERRICHTEN,NULL,NULL,H
373,קבץ,qáva<sup>t</sup>s,קבצ,BIJEENBRENGEN,NULL,NULL,H
374,שׁור,s<sup>h</sup>áwar,שור,NEERDALEN,NULL,NULL,H
375,הגה,hágáh,הגה,PREVELEN,NULL,NULL,H
376,להג,l-h-g,להג,STUDIE,NULL,NULL,H
377,נהג,náhag,נהג,STEUNEN (zuchten),NULL,NULL,H
378,בשׁל,bás<sup>h</sup>al,בשל,KOKEN,NULL,NULL,H
379,יתר,já-t<sup>h</sup>ar,יתר,KOORD,NULL,NULL,H
380,שׁזר,s<sup>h</sup>ázar,שזר,TWIJNEN,NULL,NULL,H
381,מזח,m-z-<sup>c</sup>h,מזח,CEINTUUR,NULL,NULL,H
382,זוית,z-w-j-t<sup>h</sup>,זוית,HOEK,NULL,NULL,H
383,פגר,págar,פגר,UITGEPUT,NULL,NULL,H
384,כרפס,k-r-p-s,כרפס,KATOEN,NULL,NULL,H
2284,מאומה,m-<sup>ʔ</sup>-w-m-h,מאומה,IETS,NULL,NULL,H
386,מן,m-l,מנ,MANNA,NULL,NULL,H
387,מנן,m-n-l,מננ,SNAAR,NULL,NULL,H
388,מין,m-j-l,מינ,SOORT,NULL,NULL,H
389,ראשׁ,r-<sup>ʔ</sup>-s<sup>h</sup>,ראש,HOOFD,NULL,NULL,H
390,כסה,kásáh,כסה,BEDEKKEN,NULL,NULL,H
391,כס,k-s,כס,BEKER,NULL,NULL,H
392,כוס,k-w-s,כוס,STEENUIL,NULL,NULL,H
393,כיס,k-j-s,כיס,BUIDEL,NULL,NULL,H
394,כסא,k-s-<sup>ʔ</sup>,כסא,TIARA,NULL,NULL,H
395,כסא,k-s-<sup>ʔ</sup>,כסא,ZETEL,NULL,NULL,H
396,כסס,kásas,כסס,BEREKENEN,NULL,NULL,H
397,נכס,n-k-s,נכס,KAPITAAL,NULL,NULL,H
398,חמד,<sup>c</sup>hámad,חמד,BEGEREN,NULL,NULL,H
399,חתת,<sup>c</sup>há-t<sup>h</sup>a-t<sup>h</sup>,חתת,GEBROKEN,NULL,NULL,H
400,חתה,<sup>c</sup>há-t<sup>h</sup>áh,חתה,MEENEMEN,NULL,NULL,H
401,סלע,s-l-<sup>ʕ</sup>,סלע,ROTSBLOK,NULL,NULL,H
402,פצח,pá<sup>t</sup>sa<sup>c</sup>h,פצח,UITBARSTEN,NULL,NULL,H
403,כלוב,k-l-w-b,כלוב,GEWEVEN,NULL,NULL,H
404,כמה,k-m-h,כמה,SNAKKEN,NULL,NULL,H
405,כימה,k-j-m-h,כימה,PLEIADEN,NULL,NULL,H
406,ברא,bárá<sup>ʔ</sup>,ברא,SNIJDEN (scheppen),NULL,NULL,H
407,ברא,bárá<sup>ʔ</sup>,ברא,DIK+MAKEN,NULL,NULL,H
408,שׂהר,sׂ-h-r,שהר,ROND,NULL,NULL,H
409,חרגל,<sup>c</sup>h-r-g-l,חרגל,KREKEL,NULL,NULL,H
410,חרג,<sup>c</sup>hárag,חרג,TRILLEN,NULL,NULL,H
411,עטר,<sup>ʕ</sup>átar,עטר,OMGEVEN,NULL,NULL,H
412,אכזר,<sup>ʔ</sup>-k-z-r,אכזר,WREED,NULL,NULL,H
413,צפח,<sup>t</sup>s-p-<sup>c</sup>h,צפח,UITGESPREID,NULL,NULL,H
414,דך/דק,d-q/d-k,דכ/דק,STAMPEN,NULL,NULL,H
415,הדך,hádac<sup>h</sup>,הדכ,NEERWERPEN,NULL,NULL,H
416,תבן,t<sup>h</sup>-b-l,תבנ,GEPLET+STRO,NULL,NULL,H
417,פלך,p-l-k,פלכ,SPOEL,NULL,NULL,H
418,פלך,p-l-k,פלכ,DISTRICT,NULL,NULL,H
419,זעק,zá<sup>ʕ</sup>aq,זעק,UITROEPEN,NULL,NULL,H
420,גבישׁ,g-b-j-s<sup>h</sup>,גביש,KRISTAL,NULL,NULL,H
421,נלה,náláh,נלה,CULMINEREN,NULL,NULL,H
422,טרח,tára<sup>c</sup>h,טרח,BEZWAREN,NULL,NULL,H
423,בלם,bálam,בלמ,BETEUGELEN,NULL,NULL,H
424,קפא,qáfá<sup>ʔ</sup>,קפא,STIJF,NULL,NULL,H
425,גהה,gáháh,גהה,GENEZEN,NULL,NULL,H
426,ארר,<sup>ʔ</sup>árar,ארר,VERVLOEKEN,NULL,NULL,H
427,פרך,p-r-k,פרכ,DWARS,NULL,NULL,H
428,סהר,s-h-r,סהר,RONDING,NULL,NULL,H
429,כרת,kára-t<sup>h</sup>,כרת,AFSNIJDEN,NULL,NULL,H
430,כרי,k-r-j,כרי,KARIER,NULL,NULL,H
431,כרת,kára-t<sup>h</sup>,כרת,KERETIET,NULL,NULL,H
432,שׁסף,s<sup>h</sup>ásaf,שספ,AFHOUWEN,NULL,NULL,H
433,קצע,qá<sup>t</sup>sa<sup>ʕ</sup>,קצע,AFKANTEN,NULL,NULL,H
434,קצע,qá<sup>t</sup>sa<sup>ʕ</sup>,קצע,AFSCHRAPEN,NULL,NULL,H
435,קציעה,q-<sup>t</sup>s-j-<sup>ʕ</sup>-h,קציעה,KASSIA,NULL,NULL,H
436,פתבג,p-t<sup>h</sup>-b-g,פתבג,VOEDSEL,NULL,NULL,H
437,מהה,m-h-h,מהה,TREUZELEN,NULL,NULL,H
438,נזק,názaq,נזק,LIJDEN,NULL,NULL,H
439,רקד,ráqad,רקד,HUPPELEN,NULL,NULL,H
440,עלטה,<sup>ʕ</sup>-l-t-h,עלטה,AVONDSCHEMER,NULL,NULL,H
441,כד,k-d,כד,KRUIK,NULL,NULL,H
442,כדד,k-d-d,כדד,ROBIJN,NULL,NULL,H
443,כיד,k-j-d,כיד,ONDERGANG,NULL,NULL,H
444,כדד,k-d-d,כדד,VONK,NULL,NULL,H
445,כידון,k-j-d-w-l,כידונ,KROMZWAARD,NULL,NULL,H
446,דלק,dálaq,דלק,AANSTEKEN,NULL,NULL,H
447,רטשׁ,rátas<sup>h</sup>,רטש,STUKGOOIEN,NULL,NULL,H
448,אשׁפר,<sup>ʔ</sup>-s<sup>h</sup>-p-r,אשפר,DADELKOEK,NULL,NULL,H
449,שׁחר,s<sup>h</sup>á<sup>c</sup>har,שחר,DAGERAAD,NULL,NULL,H
450,שׁחר,s<sup>h</sup>á<sup>c</sup>har,שחר,ZWART,NULL,NULL,H
451,שׁחר,s<sup>h</sup>á<sup>c</sup>har,שחר,NAZOEKEN,NULL,NULL,H
452,יום,j-w-m,יומ,DAG,NULL,NULL,H
453,נור,n-w-r,נור,STRALEN,NULL,NULL,H
454,חלט,<sup>c</sup>hálat,חלט,BESLUITEN,NULL,NULL,H
455,רעה,rá<sup>ʕ</sup>áh,רעה,GENOEGEN,NULL,NULL,H
456,חנך,<sup>c</sup>hánac<sup>h</sup>,חנכ,GEHEMELTE,NULL,NULL,H
457,עמק,<sup>ʕ</sup>ámaq,עמק,DIEP,NULL,NULL,H
458,חלשׁ,<sup>c</sup>hálas<sup>h</sup>,חלש,ZWAK,NULL,NULL,H
459,בצר,bá<sup>t</sup>sar,בצר,ONTOEGANKELIJK,NULL,NULL,H
460,בצר,bá<sup>t</sup>sar,בצר,AFSCHEUREN,NULL,NULL,H
461,קבע,qáva<sup>ʕ</sup>,קבע,BEROVEN,NULL,NULL,H
462,קבעת,q-b-<sup>ʕ</sup>-t<sup>h</sup>,קבעת,DRINKBEKER,NULL,NULL,H
463,ענג,<sup>ʕ</sup>ánag,ענג,VERWENNEN,NULL,NULL,H
464,חיק,<sup>c</sup>h-j-q,חיק,BOEZEM,NULL,NULL,H
465,חקק,<sup>c</sup>háqaq,חקק,INKERVEN,NULL,NULL,H
466,פלט,pálat,פלט,ONTSNAPPEN,NULL,NULL,H
467,יזב,jázav,יזב,BEVRIJDEN,NULL,NULL,H
468,חפר,<sup>c</sup>háfar,חפר,DELVEN,NULL,NULL,H
469,חפר,<sup>c</sup>háfar,חפר,BESCHAMEN,NULL,NULL,H
470,הרס,háras,הרס,SLOPEN,NULL,NULL,H
471,אזל,<sup>ʔ</sup>ázal,אזל,WEGGAAN,NULL,NULL,H
472,שׁפחה,s<sup>h</sup>-p-<sup>c</sup>h-h,שפחה,DIENSTMEID,NULL,NULL,H
473,שׁפח,s<sup>h</sup>-p-<sup>c</sup>h,שפח,OVERVLOEIING,NULL,NULL,H
474,שׂרד,sárad,שרד,ONTVLUCHTEN,NULL,NULL,H
475,סרד,s-r-d,סרד,ZEEF,NULL,NULL,H
476,שׂרד,sárad,שרד,STIFT,NULL,NULL,H
477,גנז,g-n-z,גנז,OPBERGEN,NULL,NULL,H
478,עוה,<sup>ʕ</sup>uh,עוה,VERBUIGEN,NULL,NULL,H
479,שׂדד,sádad,שדד,EGGEN,NULL,NULL,H
480,שׂדי,sׂ-d-j,שדי,VELD,NULL,NULL,H
481,שׂיד,sájad,שיד,WITKALKEN,NULL,NULL,H
482,שׁד,s<sup>h</sup>-d,שד,DEMON,NULL,NULL,H
483,שׁדד,s<sup>h</sup>ádad,שדד,GEWELD,NULL,NULL,H
484,לעג,lá<sup>ʕ</sup>ag,לעג,STAMELEN,NULL,NULL,H
485,אי,<sup>ʔ</sup>-j,אי,HYENA,NULL,NULL,H
486,יאשׁ,já<sup>ʔ</sup>as<sup>h</sup>,יאש,WANHOPEN,NULL,NULL,H
487,קטל,qátal,קטל,OMBRENGEN,NULL,NULL,H
488,כלא,kálá<sup>ʔ</sup>,כלא,OPHOUDEN (tegenhouden),NULL,NULL,H
489,לוז,luz,לוז,AFWIJKEN,NULL,NULL,H
490,לוז,luz,לוז,AMANDELBOOM,NULL,NULL,H
491,חשׁב,<sup>c</sup>hás<sup>h</sup>av,חשב,REKENEN,NULL,NULL,H
492,מות,mu-t<sup>h</sup>,מות,STERVEN,NULL,NULL,H
493,על,<sup>ʕ</sup>-l,על,OP,NULL,NULL,H
494,זור,zur,זור,SAMENDRUKKEN (persen),NULL,NULL,H
495,זור,zur,זור,AFWENDEN,NULL,NULL,H
496,זרה,záráh,זרה,UITSTROOIEN,NULL,NULL,H
497,זרר,zárar,זרר,SPROEIEN,NULL,NULL,H
498,ממזר,m-m-z-r,ממזר,BASTAARD,NULL,NULL,H
499,נזר,názar,נזר,APART+HOUDEN,NULL,NULL,H
500,פושׁ,pus<sup>h</sup>,פוש,RONDSPRINGEN,NULL,NULL,H
501,פשׂה,pásah,פשה,VERSPREIDEN,NULL,NULL,H
502,כיר,k-j-r,כיר,KROES,NULL,NULL,H
503,כר,k-r,כר,KOR,NULL,NULL,H
504,כרר,kárar,כרר,DARTELEN,NULL,NULL,H
505,כרה,káráh,כרה,GRAVEN,NULL,NULL,H
506,כרה,káráh,כרה,FEEST,NULL,NULL,H
507,כרר,kárar,כרר,OP+RUG+DRAGEN,NULL,NULL,H
508,כר,k-r,כר,WEIDE,NULL,NULL,H
509,כרם,k-r-m,כרמ,WIJNGAARD,NULL,NULL,H
510,כמל,k-m-l,כמל,GEREED,NULL,NULL,H
511,גדר,gádar,גדר,STENEN+MUUR,NULL,NULL,H
512,קצח,q-<sup>t</sup>s-<sup>c</sup>h,קצח,DILLE,NULL,NULL,H
513,כהי,k-h-j,כהי,DIMMEN,NULL,NULL,H
514,כהא,k-h-<sup>ʔ</sup>,כהא,TEGENWERPEN,NULL,NULL,H
515,גרע,gára<sup>ʕ</sup>,גרע,VERMINDEREN,NULL,NULL,H
516,טבל,tával,טבל,DOPEN,NULL,NULL,H
517,קין,qájan,קינ,KLAAGLIED,NULL,NULL,H
518,קין,qájan,קינ,SPEERPUNT,NULL,NULL,H
519,טנף,tánaf,טנפ,VUILMAKEN,NULL,NULL,H
520,יסר,jásar,יסר,DISCIPLINEREN,NULL,NULL,H
521,חוה,<sup>c</sup>huh,חוה,ONTHULLEN,NULL,NULL,H
522,שׁאט,s<sup>h</sup>-<sup>ʔ</sup>-t,שאט,MINACHTING,NULL,NULL,H
523,קוט,qut,קוט,AFKEER,NULL,NULL,H
524,קער,q-<sup>ʕ</sup>-r,קער,SCHAAL,NULL,NULL,H
525,אבל,<sup>ʔ</sup>ával,אבל,ROUWEN,NULL,NULL,H
526,אבל,<sup>ʔ</sup>ával,אבל,UITDROGEN,NULL,NULL,H
530,בלל,bálal,בלל,VERMENGEN,NULL,NULL,H
528,בול,b-w-l,בול,BRANDHOUT,NULL,NULL,H
529,בלה,báláh,בלה,VERGAAN,NULL,NULL,H
531,הבל,hával,הבל,IJDEL,NULL,NULL,H
532,יבלת,j-b-l-t<sup>h</sup>,יבלת,BUIL,NULL,NULL,H
533,מבול,m-b-w-l,מבול,VLOED,NULL,NULL,H
534,נבל,nával,נבל,VERWELKEN,NULL,NULL,H
535,עוד,<sup>ʕ</sup>ud,עוד,OMRINGEN,NULL,NULL,H
536,יעל,já<sup>ʕ</sup>al,יעל,BATEN,NULL,NULL,H
537,ככר,k-k-r,ככר,SCHIJF,NULL,NULL,H
538,חרס,<sup>c</sup>h-r-s,חרס,RUW,NULL,NULL,H
539,חרס,<sup>c</sup>h-r-s,חרס,ZONNESCHIJF,NULL,NULL,H
540,שׂנא,sána<sup>ʔ</sup>,שנא,HATEN,NULL,NULL,H
541,נאר,ná<sup>ʔ</sup>ar,נאר,TENIETDOEN,NULL,NULL,H
542,ništāvan,ništāvan,ništāvan,BESLUIT,NULL,NULL,NULL
543,פזר,pázar,פזר,VERSTROOIEN,NULL,NULL,H
544,זחח,zá<sup>c</sup>ha<sup>c</sup>h,זחח,LOSKOMEN,NULL,NULL,H
545,שׂכה,sׂ-k-h,שכה,UITKIJKEN,NULL,NULL,H
546,שׂעף,sׂ-<sup>ʕ</sup>-p,שעפ,VERONTRUSTEN,NULL,NULL,H
547,כחשׁ,ká<sup>c</sup>has<sup>h</sup>,כחש,MAGER,NULL,NULL,H
548,מג,m-g,מג,OFFICIER,NULL,NULL,H
549,מוג,mug,מוג,GOLVEN,NULL,NULL,H
550,gišsur,gišsur,gišsur,SPINROKKEN,NULL,NULL,NULL
551,פשׂק,pásaq,פשק,OPENSPREIDEN,NULL,NULL,H
552,פלה,páláh,פלה,UITZONDERLIJK,NULL,NULL,H
553,פון,pun,פונ,RADELOOS,NULL,NULL,H
554,פלג,pálag,פלג,VERDEELD,NULL,NULL,H
555,רגז,rágaz,רגז,BEVEN,NULL,NULL,H
556,ערשׂ,<sup>ʕ</sup>-r-sׂ,ערש,RUSTBANK,NULL,NULL,H
557,חפשׂ,<sup>c</sup>háfas,חפש,UITZOEKEN,NULL,NULL,H
558,חפשׁ,<sup>c</sup>háfas<sup>h</sup>,חפש,VRIJHEID,NULL,NULL,H
559,ḫibpšu,ḫibpšu,ḫibpšu,WOLLEN,NULL,NULL,NULL
560,חוץ,<sup>c</sup>h-w-<sup>t</sup>s,חוצ,BUITEN,NULL,NULL,H
561,חצה,<sup>c</sup>há<sup>t</sup>sáh,חצה,DELEN,NULL,NULL,H
562,קסם,qásam,קסמ,WAARZEGGEN,NULL,NULL,H
563,עשׂה,<sup>ʕ</sup>ásah,עשה,DOEN,NULL,NULL,H
564,עבד,<sup>ʕ</sup>ávad,עבד,WERKEN,NULL,NULL,H
565,עשׁ,<sup>ʕ</sup>-s<sup>h</sup>,עש,KLEERMOT,NULL,NULL,H
566,עשׁות,<sup>ʕ</sup>-s<sup>h</sup>-w-t<sup>h</sup>,עשות,BEWERKT,NULL,NULL,H
567,עשׁשׁ,<sup>ʕ</sup>ás<sup>h</sup>as<sup>h</sup>,עשש,UITTEREN,NULL,NULL,H
568,עשׁתרת,<sup>ʕ</sup>-s<sup>h</sup>-t<sup>h</sup>-r-t<sup>h</sup>,עשתרת,AANWAS,NULL,NULL,H
569,עשׁתי,<sup>ʕ</sup>-s<sup>h</sup>-t<sup>h</sup>-j,עשתי,ELF,NULL,NULL,H
570,כלב,k-l-b,כלב,HOND,NULL,NULL,H
571,עגב,<sup>ʕ</sup>ágav,עגב,HUNKEREN,NULL,NULL,H
572,עוגב,<sup>ʕ</sup>-w-g-b,עוגב,RIETFLUIT,NULL,NULL,H
573,כפל,káfal,כפל,VERDUBBELEN,NULL,NULL,H
574,רבך,rávac<sup>h</sup>,רבכ,ROEREN,NULL,NULL,H
575,זבד,závad,זבד,SCHENKEN,NULL,NULL,H
576,ירד,járad,ירד,AFDALEN,NULL,NULL,H
577,רוד,rud,רוד,RONDZWERVEN,NULL,NULL,H
578,רדה,rádáh,רדה,NEERTREDEN,NULL,NULL,H
579,רדה,rádáh,רדה,AFSCHEPPEN,NULL,NULL,H
580,רדיד,r-d-j-d,רדיד,OVERKLEED,NULL,NULL,H
581,גשׁם,gás<sup>h</sup>am,גשמ,STORTREGENEN,NULL,NULL,H
582,הזה,házáh,הזה,SLAAP+MOMPELEN,NULL,NULL,H
583,חרב,<sup>c</sup>hárav,חרב,DROOG,NULL,NULL,H
584,חרב,<sup>c</sup>hárav,חרב,VERWOESTEN,NULL,NULL,H
585,משׁך,más<sup>h</sup>ac<sup>h</sup>,משכ,TREKKEN,NULL,NULL,H
586,תאר,tá<sup>ʔ</sup>ar,תאר,AFBUIGEN,NULL,NULL,H
587,שׁאף,s<sup>h</sup>á<sup>ʔ</sup>áf,שאפ,HIJGEN,NULL,NULL,H
588,דל,d-l,דל,DEUR,NULL,NULL,H
589,דלל,dálal,דלל,LAAG (beneden),NULL,NULL,H
590,דלה,dáláh,דלה,OPHALEN,NULL,NULL,H
591,אים,<sup>ʔ</sup>-j-m,אימ,SCHRIKKEN,NULL,NULL,H
592,ḫnmt,ḫnmt,ḫnmt,AMETHYST,NULL,NULL,NULL
593,חלם,<sup>c</sup>hálam,חלמ,DROMEN,NULL,NULL,H
594,זרף,z-r-p,זרפ,BESPROEIEN,NULL,NULL,H
595,משׁק,m-s<sup>h</sup>-q,משק,TERREIN,NULL,NULL,H
596,שׁקה,s<sup>h</sup>áqah,שקה,DRENKEN,NULL,NULL,H
597,שׁתה,s<sup>h</sup>á-t<sup>h</sup>ah,שתה,DRINKEN,NULL,NULL,H
598,רעף,rá<sup>ʕ</sup>af,רעפ,DRUIPEN,NULL,NULL,H
599,גרשׁ,gáras<sup>h</sup>,גרש,UITDRIJVEN,NULL,NULL,H
600,מגרשׁ,m-g-r-s<sup>h</sup>,מגרש,WEIDEGROND,NULL,NULL,H
601,עטף,<sup>ʕ</sup>átaf,עטפ,KWIJNEN,NULL,NULL,H
602,נטף,nátaf,נטפ,DRUPPELEN,NULL,NULL,H
603,laʾābu,laʾābu,laʾābu,VEEL+UITNEMEN,NULL,NULL,NULL
604,שׁקע,s<sup>h</sup>áqa<sup>ʕ</sup>,שקע,NEERZINKEN,NULL,NULL,H
605,יבשׁ,jávas<sup>h</sup>,יבש,OPDROGEN,NULL,NULL,H
606,בושׁ,bus<sup>h</sup>,בוש,SCHAMEN,NULL,NULL,H
607,שׁבשׁ,s<sup>h</sup>ávas<sup>h</sup>,שבש,ONTHUTST,NULL,NULL,H
608,דביונים,d-b-j-w-n-j-m,דביונימ,DUIVENMEST,NULL,NULL,H
609,אבק,<sup>ʔ</sup>ávaq,אבק,STUIFZAND,NULL,NULL,H
610,עזניה,<sup>ʕ</sup>-z-n-j-h,עזניה,ZEEAREND,NULL,NULL,H
611,אזן,<sup>ʔ</sup>ázan,אזנ,OOR,NULL,NULL,H
612,אזן,<sup>ʔ</sup>ázan,אזנ,GEREEDSCHAP,NULL,NULL,H
613,אזן,<sup>ʔ</sup>ázan,אזנ,AFWEGEN,NULL,NULL,H
614,נשׁל,nás<sup>h</sup>al,נשל,LOSMAKEN,NULL,NULL,H
615,שׁבל,s<sup>h</sup>-b-l,שבל,NEERHANGEN,NULL,NULL,H
616,שׁלה,s<sup>h</sup>álah,שלה,SHILOH,NULL,NULL,H
617,שׁלה,s<sup>h</sup>álah,שלה,KALM,NULL,NULL,H
618,שׁליתה,s<sup>h</sup>-l-j-t<sup>h</sup>-h,שליתה,NAGEBOORTE,NULL,NULL,H
619,אכל,<sup>ʔ</sup>ác<sup>h</sup>al,אכל,ETEN,NULL,NULL,H
620,חסל,<sup>c</sup>hásal,חסל,KAALVRETEN,NULL,NULL,H
621,פחז,pá<sup>c</sup>haz,פחז,LICHTZINNIG,NULL,NULL,H
622,גרב,g-r-b,גרב,ECZEEM,NULL,NULL,H
623,דת,d-t<sup>h</sup>,דת,VERORDENING,NULL,NULL,H
624,צמת,<sup>t</sup>sáma-t<sup>h</sup>,צמת,VERNIETIGEN,NULL,NULL,H
625,שׁטף,s<sup>h</sup>átaf,שטפ,OVERSTROMEN,NULL,NULL,H
626,צפע,<sup>t</sup>s-p-<sup>ʕ</sup>,צפע,ADDER,NULL,NULL,H
627,צפע,<sup>t</sup>s-p-<sup>ʕ</sup>,צפע,UITWERPSEL,NULL,NULL,H
628,צפע,<sup>t</sup>s-p-<sup>ʕ</sup>,צפע,OPSCHOT,NULL,NULL,H
629,שׂושׂ,sáwas,שוש,OPGETOGEN,NULL,NULL,H
630,ישׁשׁ,j-s<sup>h</sup>-s<sup>h</sup>,ישש,BEJAARD,NULL,NULL,H
631,שׁושׁן,s<sup>h</sup>-w-s<sup>h</sup>-l,שושנ,LELIE,NULL,NULL,H
632,שׁישׁ,s<sup>h</sup>-j-s<sup>h</sup>,שיש,WIT+STEEN,NULL,NULL,H
633,שׁשׁ,s<sup>h</sup>-s<sup>h</sup>,שש,WIT+STOF,NULL,NULL,H
634,šdṯ,šdṯ,šdṯ,ZES,NULL,NULL,NULL
635,תדהר,t<sup>h</sup>-d-h-r,תדהר,OLM,NULL,NULL,H
636,חמק,<sup>c</sup>hámaq,חמק,KEREN,NULL,NULL,H
637,חנט,<sup>c</sup>hánat,חנט,BALSEMEN,NULL,NULL,H
638,גחל,g-<sup>c</sup>h-l,גחל,GLOEIENDE+KOOL,NULL,NULL,H
639,עוג,<sup>ʕ</sup>ug,עוג,BROODKOEK,NULL,NULL,H
640,חבק,<sup>c</sup>hávaq,חבק,OMARMEN,NULL,NULL,H
641,רקם,ráqam,רקמ,KLEURIG+WEVEN,NULL,NULL,H
642,תל,t<sup>h</sup>-l,תל,RUINE+HEUVEL,NULL,NULL,H
643,לפא,l-p-<sup>ʔ</sup>,לפא,STEENLAAG,NULL,NULL,H
644,תלתל,t<sup>h</sup>-l-t<sup>h</sup>-l,תלתל,DADELTROSSEN,NULL,NULL,H
645,בעה,bá<sup>ʕ</sup>áh,בעה,VERZOEKEN,NULL,NULL,H
646,בעה,bá<sup>ʕ</sup>áh,בעה,ZWELLEN,NULL,NULL,H
647,נבע,náva<sup>ʕ</sup>,נבע,BRUISEN,NULL,NULL,H
648,ירק,járaq,ירק,SPUGEN,NULL,NULL,H
649,ירק,járaq,ירק,GROENGEEL,NULL,NULL,H
650,ריק,rájaq,ריק,LEEG,NULL,NULL,H
651,רקק,ráqaq,רקק,SPUWEN,NULL,NULL,H
652,רקק,ráqaq,רקק,DUN,NULL,NULL,H
653,קרם,qáram,קרמ,OVERTREKKEN,NULL,NULL,H
654,כשׁף,kás<sup>h</sup>af,כשפ,TOVEREN,NULL,NULL,H
655,סגר,ságar,סגר,SLUITEN,NULL,NULL,H
656,סגור,s-g-w-r,סגור,ZUIVER+GOUD,NULL,NULL,H
657,סגר,ságar,סגר,WATER+VULLEN,NULL,NULL,H
658,פגשׁ,págas<sup>h</sup>,פגש,TEGENKOMEN,NULL,NULL,H
659,יקץ,jáqa<sup>t</sup>s,יקצ,ONTWAKEN,NULL,NULL,H
660,קיץ,qája<sup>t</sup>s,קיצ,ZOMER,NULL,NULL,H
661,קוץ,qu<sup>t</sup>s,קוצ,DOORN,NULL,NULL,H
662,קוצות,q-w-<sup>t</sup>s-w-t<sup>h</sup>,קוצות,HAARLOKKEN,NULL,NULL,H
663,קצץ,qá<sup>t</sup>sa<sup>t</sup>s,קצצ,AFKAPPEN,NULL,NULL,H
664,קצין,q-<sup>t</sup>s-j-l,קצינ,BESLISSER,NULL,NULL,H
665,איב,<sup>ʔ</sup>ájav,איב,VIJAND,NULL,NULL,H
666,חרשׁ,<sup>c</sup>háras<sup>h</sup>,חרש,BERGWOUD,NULL,NULL,H
667,פתה,pá-t<sup>h</sup>áh,פתה,NAIEF,NULL,NULL,H
668,מפת,m-p-t<sup>h</sup>,מפת,WONDER,NULL,NULL,H
669,פתת,pá-t<sup>h</sup>a-t<sup>h</sup>,פתת,STUKKEN,NULL,NULL,H
670,פת,p-t<sup>h</sup>,פת,VOORKANT,NULL,NULL,H
671,קבר,qávar,קבר,(dode) BEGRAVEN,NULL,NULL,H
