id,vidBegin,Woord,type,par,cit
2239,42001068,-1,in*,0,0
2240,42001069,,in,0,0
2241,42001069,8,in*,0,0
2242,42001069,8,in,0,0
2243,42001069,-1,in*,0,0
2244,42001070,,in,0,0
2245,42001070,-1,in*,0,0
2246,42001071,,in,0,0
2247,42001071,5,in*,0,0
2248,42001071,5,in,0,0
2249,42001071,-1,in*,0,0
2250,42001072,,in,0,0
2251,42001072,8,in*,0,0
2252,42001072,8,in,0,0
2253,42001072,-1,in*,0,0
2254,42001073,,in,0,0
2255,42001073,-1,in*,0,0
2256,42001074,,in,0,0
2257,42001074,13,in*,0,0
2258,42001074,13,in,0,0
2259,42001074,-1,in*,0,0
2260,42001075,,in,0,0
2261,42001075,-1,in*,0,0
2262,42001076,,in,0,0
2263,42001076,11,in*,0,0
2264,42001076,11,in,0,0
2265,42001076,19,in*,0,0
2266,42001076,19,in,0,0
2267,42001076,-1,in*,0,0
2268,42001077,,in,0,0
2269,42001077,10,in*,0,0
2270,42001077,10,in,0,0
2271,42001077,-1,in*,0,0
2272,42001078,,in,0,0
2273,42001078,8,in*,0,0
2274,42001078,8,in,0,0
2275,42001078,-1,in*,0,0
2276,42001079,,in,0,0
2277,42001079,14,in*,0,0
2278,42001079,14,in,0,0
2279,42001079,-1,in*,0,0
2280,42001079,-1,qml*,0,0
2281,42001080,,p,1,0
2282,42002001,,p,1,0
2283,42002004,,p,1,0
2284,42002008,,p,1,0
2285,42002013,,p,1,0
2286,42002014,,q,0,1
2287,42002014,,in,0,0
2288,42002014,5,in*,0,0
2289,42002014,5,in,0,0
2290,42002014,9,in*,0,0
2291,42002014,9,in,0,0
2292,42002014,-1,in*,0,0
2293,42002014,-1,q*,0,0
2294,42002021,,p,1,0
2295,42002025,,p,1,0
2296,42002029,,qml,0,0
2297,42002029,,in,0,0
2298,42002029,9,in*,0,0
2299,42002029,9,in,0,0
2300,42002029,-1,in*,0,0
2301,42002030,,in,0,0
2302,42002030,-1,in*,0,0
2303,42002031,,in,0,0
2304,42002031,-1,in*,0,0
2305,42002032,,in,0,0
2306,42002032,-1,in*,0,0
2307,42002032,-1,qml*,0,0
2308,42002034,12,qml,0,0
2309,42002034,12,in,0,0
2312,42002034,-1,in*,0,0
2313,42002035,,in,0,0
2314,42002035,12,in*,0,0
2315,42002035,12,in,0,0
2316,42002035,-1,in*,0,0
2317,42002035,-1,qml*,0,0
2318,42002039,,p,1,0
2319,42002036,,p,1,0
2320,42002041,,p,1,0
2321,42002046,,p,1,0
2322,42002048,5,p,1,0
2323,42002051,,p,1,0
2324,42003001,,p,1,0
2325,42003004,14,qml,0,0
2326,42003004,14,in,0,0
2327,42003004,21,in*,0,0
2328,42003004,21,in,0,0
2329,42003004,26,in*,0,0
2330,42003004,26,in,0,0
2331,42003004,-1,in*,0,0
2332,42003005,,in,0,0
2333,42003005,4,in*,0,0
2334,42003005,4,in,0,0
2335,42003005,10,in*,0,0
2336,42003005,10,in,0,0
2337,42003005,18,in*,0,0
2338,42003005,18,in,0,0
2340,42003005,-1,in*,0,0
2341,42003006,,in,0,0
2342,42003006,-1,in*,0,0
2343,42003006,-1,qml*,0,0
2344,42003010,,p,1,0
2345,42003012,,p,1,0
2346,42003014,,p,1,0
2347,42003015,,p,1,0
2348,42003018,,p,1,0
2349,42003019,,p,1,0
2350,42003021,,p,1,0
2351,42004001,,p,1,0
2352,42004005,,p,1,0
2353,42004008,14,q,0,1
2354,42004008,14,in,0,0
2355,42004008,20,in*,0,0
2356,42004008,20,in,0,0
2358,42004008,-1,in*,0,0
2359,42004008,-1,q*,0,0
2360,42004010,4,q,0,1
2361,42004010,4,in,0,0
2362,42004010,11,in*,0,0
2363,42004010,11,in,0,0
2364,42004010,-1,in*,0,0
2365,42004010,-1,q*,0,0
2366,42004011,3,q,0,1
2367,42004011,3,in,0,0
2368,42004011,8,in*,0,0
2369,42004011,8,in,0,0
2370,42004011,-1,in*,0,0
2371,42004011,-1,q*,0,0
2372,42004013,,p,1,0
2373,42004016,,p,1,0
2374,42004018,,qml,0,0
2375,42004018,,in,0,0
2376,42004018,9,in*,0,0
2377,42004018,9,in,0,0
2378,42004018,19,in*,0,0
2379,42004018,19,in,0,0
2380,42004018,29,in*,0,0
2381,42004018,29,in,0,0
2382,42004018,33,in*,0,0
2383,42004018,33,in,0,0
2384,42004018,36,in*,0,0
2385,42004018,36,in,0,0
2386,42004018,-1,in*,0,0
2387,42004019,,in,0,0
2388,42004019,-1,in*,0,0
2389,42004019,-1,qml*,0,0
2390,42004020,,p,1,0
2391,42004024,,p,1,0
2392,42004028,,p,1,0
2393,42004031,,p,1,0
2394,42004033,,p,1,0
2395,42004038,,p,1,0
2396,42004040,,p,1,0
2397,42004042,,p,1,0
2398,42005001,,p,1,0
2399,42005004,,p,1,0
2400,42005008,,p,1,0
2401,42005012,,p,1,0
2402,42005015,,p,1,0
2403,42005017,,p,1,0
2404,42005019,,p,1,0
2405,42005021,,p,1,0
2406,42005022,,p,1,0
2407,42005024,,p,1,0
2408,42005027,,p,1,0
2409,42005030,,p,1,0
2410,42005033,,p,1,0
2411,42005034,,p,1,0
2412,42005037,,p,1,0
2413,42006001,,p,1,0
2414,42006006,,p,1,0
2415,42006012,,p,1,0
2416,42006017,,p,1,0
2417,42006020,,p,1,0
2418,42006024,,p,1,0
2419,42006027,,p,1,0
2420,42006032,,p,1,0
2421,42006036,,p,1,0
2422,42006041,,p,1,0
2423,42006045,,p,1,0
2424,42006046,,p,1,0
2425,42007001,,p,1,0
2426,42007006,,p,1,0
2427,42007011,,p,1,0
2428,42007012,,p,1,0
2429,42007016,,p,1,0
2430,42007018,,p,1,0
2431,42007028,,p,1,0
2432,42007036,,p,1,0
2433,42007041,,p,1,0
2434,42007044,,p,1,0
2435,42008001,,p,1,0
2436,42008004,,p,1,0
2437,42008009,,p,1,0
2438,42008010,,p,1,0
2439,42008011,,p,1,0
2440,42008016,,p,1,0
2441,42008019,,p,1,0
2442,42008022,,p,1,0
2443,42008024,,p,1,0
2444,42008026,,p,1,0
2445,42008027,,p,1,0
2446,42008028,,p,1,0
2447,42008030,,p,1,0
2448,42008032,,p,1,0
2449,42008034,,p,1,0
2452,42008040,,p,1,0
2454,42008045,,p,1,0
2455,42008049,,p,1,0
2456,42008051,,p,1,0
2457,42009001,,p,1,0
2458,42009006,,p,1,0
2459,42009007,,p,1,0
2460,42009010,,p,1,0
2461,42009012,,p,1,0
2462,42009014,6,p,1,0
2463,42009018,,p,1,0
2464,42009023,,p,1,0
2465,42009026,,p,1,0
2466,42009028,,p,1,0
2467,42009032,,p,1,0
2468,42009037,,p,1,0
2469,42009041,,p,1,0
2470,42009043,9,p,1,0
2471,42009046,,p,1,0
2472,42009049,,p,1,0
2473,42009051,,p,1,0
2474,42009057,,p,1,0
2475,42009061,,p,1,0
2476,42010001,,p,1,0
2477,42010003,,p,1,0
2478,42010005,,p,1,0
2479,42010008,,p,1,0
2480,42010010,,p,1,0
2481,42010013,,p,1,0
2482,42010016,,p,1,0
2483,42010017,,p,1,0
2484,42010021,,p,1,0
2485,42010022,,p,1,0
2486,42010023,,p,1,0
2487,42010025,,p,1,0
2488,42010027,,p,1,0
2489,42010029,,p,1,0
2490,42010030,,p,1,0
2491,42011001,,p,1,0
2492,42010033,,p,1,0
2493,42010036,,p,1,0
2494,42010038,,p,1,0
2495,42010040,,p,1,0
2496,42010041,,p,1,0
2497,42011005,,p,1,0
2498,42011009,,p,1,0
2499,42011011,,p,1,0
2500,42011014,,p,1,0
2501,42011016,,p,1,0
2502,42011021,,p,1,0
2503,42011024,,p,1,0
2504,42011027,,p,1,0
2505,42011029,,p,1,0
2506,42011033,,p,1,0
2507,42011037,,p,1,0
2508,42011042,,p,1,0
2509,42011045,,p,1,0
2510,42011053,,p,1,0
2512,42012004,,p,1,0
2513,42012006,,p,1,0
2514,42012008,,p,1,0
2515,42012011,,p,1,0
2516,42012013,,p,1,0
2517,42012016,,p,1,0
2518,42012022,,p,1,0
2519,42012027,,p,1,0
2520,42012029,,p,1,0
2521,42012032,,p,1,0
2522,42012035,,p,1,0
2523,42012041,,p,1,0
2524,42012047,,p,1,0
2525,42012049,,p,1,0
2526,42012054,,p,1,0
2527,42013001,,p,1,0
2528,42013010,,p,1,0
2529,42013014,,p,1,0
2530,42013018,,p,1,0
2531,42013020,,p,1,0
2532,42013022,,p,1,0
2533,42013028,,p,1,0
2534,42013031,,p,1,0
2535,42013034,,p,1,0
2536,42014001,,p,1,0
2537,42014012,,p,1,0
2538,42014015,,p,1,0
2539,42014021,,p,1,0
2540,42014022,,p,1,0
2541,42014025,,p,1,0
2542,42014028,,p,1,0
2543,42014031,,p,1,0
2544,42015001,,p,1,0
2545,42015003,,p,1,0
2546,42015011,,p,1,0
2547,42015014,,p,1,0
2548,42015020,8,p,1,0
2549,42015025,,p,1,0
2550,42015031,,p,1,0
2551,42016001,,p,1,0
2552,42016005,,p,1,0
2553,42016009,,p,1,0
2554,42016014,,p,1,0
2555,42016016,,p,1,0
2556,42016018,,p,1,0
2557,42016019,,p,1,0
2559,42016025,,p,1,0
2560,42016027,,p,1,0
2561,42017001,,p,1,0
2562,42017005,,p,1,0
2563,42017006,,p,1,0
2564,42017007,,p,1,0
2565,42017011,,p,1,0
2567,42017020,,p,1,0
2568,42017022,,p,1,0
2569,42017026,,p,1,0
2570,42017028,,p,1,0
2571,42017031,,p,1,0
2572,42017034,,p,1,0
2573,42018001,,p,1,0
2574,42018006,,p,1,0
2575,42018009,,p,1,0
2576,42018015,,p,1,0
2577,42018018,,p,1,0
2578,42018021,,p,1,0
2579,42018023,,p,1,0
2580,42018026,,p,1,0
2581,42018028,,p,1,0
2582,42018035,,p,1,0
2583,42018040,,p,1,0
2584,42019001,,p,1,0
2585,42019008,,p,1,0
2586,42019011,,p,1,0
2587,42019015,,p,1,0
2588,42019020,,p,1,0
2589,42019026,,p,1,0
2590,42019028,,p,1,0
2591,42019032,,p,1,0
2592,42019037,,p,1,0
2593,42019039,,p,1,0
2594,42019041,,p,1,0
2595,42019045,,p,1,0
2596,42019047,,p,1,0
2597,42020001,,p,1,0
2598,42020009,,p,1,0
2599,42020013,,p,1,0
2601,42020017,13,q,0,1
2602,42020017,13,in,0,0
2603,42020017,20,in*,0,0
2604,42020017,20,in,0,0
2605,42020017,-1,in*,0,0
2606,42020017,-1,q*,0,0
2607,42020019,,p,1,0
2608,42020027,,p,1,0
2609,42020037,,p,1,0
2610,42020041,,p,1,0
2611,42020042,12,qml,0,0
2612,42020042,12,in,0,0
2613,42020042,20,in*,0,0
2614,42020042,20,in,0,0
2615,42020042,-1,in*,0,0
2616,42020043,,in,0,0
2617,42020043,-1,in*,0,0
2618,42020043,-1,qml*,0,0
2619,42020045,,p,1,0
2620,42021001,,p,1,0
2621,42021005,,p,1,0
2622,42021007,,p,1,0
2623,42021010,,p,1,0
2625,42021024,,p,1,0
2626,42021029,,p,1,0
2627,42021037,,p,1,0
2628,42022001,,p,1,0
2629,42022007,,p,1,0
2630,42022014,,p,1,0
2631,42022023,,p,1,0
2632,42022025,,p,1,0
2633,42022028,,p,1,0
2634,42022031,,p,1,0
2635,42022045,,p,1,0
2636,42022047,,p,1,0
2639,42022061,,p,1,0
2640,42022063,,p,1,0
2641,42022066,,p,1,0
2642,42023001,,p,1,0
2643,42023004,,p,1,0
2644,42023008,,p,1,0
2645,42023012,,p,1,0
2646,42023013,,p,1,0
2647,42023017,,p,1,0
2648,42023026,,p,1,0
2649,42023032,,p,1,0
2650,42023034,,p,1,0
2651,42023036,,p,1,0
2652,42023039,,p,1,0
2653,42023044,,p,1,0
2654,42023053,,p,1,0
2655,42023054,,p,1,0
2656,42024001,,p,1,0
2657,42024004,,p,1,0
2658,42024009,,p,1,0
2659,42024012,,p,1,0
2660,42024013,,p,1,0
2661,42024017,,p,1,0
2662,42024018,,p,1,0
2663,42024019,,p,1,0
2664,42024019,5,p,1,0
2665,42024025,,p,1,0
2666,42024028,,p,1,0
2667,42024032,,p,1,0
2668,42024036,,p,1,0
2669,42024044,,p,1,0
2670,42024050,,p,1,0
2671,42001008,,p,1,0
2672,42001030,,p,1,0
2673,42002015,,p,1,0
2674,42003007,,p,1,0
2675,42003023,,p,1,0
2676,42004009,,p,1,0
2677,42004036,,p,1,0
2678,42005036,,p,1,0
2679,42006039,,p,1,0
2680,42006049,,p,1,0
2681,42007009,,p,1,0
2682,42007024,,p,1,0
2683,42007029,,p,1,0
2684,42007037,,p,1,0
2685,42007040,,p,1,0
2686,42009059,,p,1,0
2687,42012020,,p,1,0
2688,42012038,,p,1,0
2689,42012045,,p,1,0
2690,42013006,,p,1,0
2691,42014007,,p,1,0
2692,42014034,,p,1,0
2693,42015008,,p,1,0
2694,42015017,,p,1,0
2695,42017009,,p,1,0
2696,42017015,,p,1,0
2697,42018022,,p,1,0
2698,42018031,,p,1,0
2699,42020034,,p,1,0
2700,42021020,,p,1,0
2701,42021034,,p,1,0
2702,42022035,,p,1,0
2703,42022039,,p,1,0
2704,42022049,,p,1,0
2705,42022052,,p,1,0
2706,42023022,,p,1,0
2707,42023043,,p,1,0
2708,42023047,,p,1,0
2709,42023050,,p,1,0
2710,42002034,24,in*,0,0
2711,42002034,24,in,0,0
2712,43001001,,p,1,0
2713,43001006,,p,1,0
2714,43001010,,p,1,0
2715,43001014,,p,1,0
2716,43001015,,p,1,0
2717,43001019,,p,1,0
2718,43001024,,p,1,0
2719,43001029,,p,1,0
2720,43001035,,p,1,0
2721,43001038,,p,1,0
2722,43001047,,p,1,0
2723,43002001,,p,1,0
2724,43002006,,p,1,0
2725,43002011,,p,1,0
2726,43002012,,p,1,0
2727,43002013,,p,1,0
2728,43002018,,p,1,0
2729,43002023,,p,1,0
2730,43003001,,p,1,0
2731,43003003,,p,1,0
2732,43003009,,p,1,0
2733,43003013,,p,1,0
2734,43003017,,p,1,0
2735,43003019,,p,1,0
2736,43003022,,p,1,0
2737,43003025,,p,1,0
2738,43003027,,p,1,0
2739,43003031,,p,1,0
2740,43003035,,p,1,0
2741,43004001,,p,1,0
2742,43004004,,p,1,0
2743,43004007,,p,1,0
2744,43004013,,p,1,0
2745,43004016,,p,1,0
2746,43004025,,p,1,0
2747,43004027,,p,1,0
2748,43004031,,p,1,0
2749,43004035,,p,1,0
2750,43004039,,p,1,0
2751,43004043,,p,1,0
2752,43004046,,p,1,0
2753,43004051,,p,1,0
2754,43004054,,p,1,0
2755,43005001,,p,1,0
2756,43005005,,p,1,0
2758,43005013,,p,1,0
2759,43005015,,p,1,0
2760,43005019,,p,1,0
2762,43005024,,p,1,0
2763,43005027,,p,1,0
2764,43005031,,p,1,0
2765,43005036,,p,1,0
2766,43005039,,p,1,0
2767,43005041,,p,1,0
2769,43005045,,p,1,0
2770,43006001,,p,1,0
2771,43006008,,p,1,0
2772,43006015,,p,1,0
2774,43006022,,p,1,0
2775,43006030,,p,1,0
2776,43006041,,p,1,0
2777,43006052,,p,1,0
2778,43006056,,p,1,0
2779,43006067,,p,1,0
2780,43006070,,p,1,0
2781,43007001,,p,1,0
2782,43007006,,p,1,0
2783,43007010,,p,1,0
2784,43007014,,p,1,0
2785,43007020,,p,1,0
2786,43007025,,p,1,0
2787,43007028,,p,1,0
2788,43007031,,p,1,0
2789,43007032,,p,1,0
2790,43007035,,p,1,0
2791,43007037,,p,1,0
2792,43007045,,p,1,0
2793,43007050,,p,1,0
2794,43008002,,p,1,0
2795,43008006,11,p,1,0
2797,43008019,,p,1,0
2798,43008021,,p,1,0
2799,43008023,,p,1,0
2800,43008025,,p,1,0
2801,43008028,,p,1,0
2802,43008031,,p,1,0
2803,43008033,,p,1,0
2804,43008034,,p,1,0
2805,43008039,,p,1,0
2807,43008042,,p,1,0
2808,43008049,,p,1,0
2809,43008052,,p,1,0
2810,43008054,,p,1,0
2811,43008057,,p,1,0
2812,43009001,,p,1,0
2813,43009008,,p,1,0
2814,43009010,,p,1,0
2815,43009013,,p,1,0
2816,43009020,,p,1,0
2817,43009024,,p,1,0
2818,43009025,,p,1,0
2819,43009026,,p,1,0
2820,43009027,,p,1,0
2821,43009034,,p,1,0
2822,43009035,,p,1,0
2823,43009036,,p,1,0
2824,43009037,,p,1,0
2825,43009038,,p,1,0
2826,43009039,,p,1,0
2827,43010001,,p,1,0
2828,43010007,,p,1,0
2829,43010011,,p,1,0
2830,43010014,,p,1,0
2831,43010016,,p,1,0
2832,43010017,,p,1,0
2833,43010019,,p,1,0
2834,43010022,,p,1,0
2835,43010027,,p,1,0
2836,43010031,,p,1,0
2837,43010032,,p,1,0
2838,43010034,,p,1,0
2839,43010040,,p,1,0
2840,43011001,,p,1,0
2841,43011004,,p,1,0
2842,43011007,,p,1,0
2843,43011011,,p,1,0
2844,43011012,,p,1,0
2845,43011017,,p,1,0
2846,43011023,,p,1,0
2847,43011024,,p,1,0
2848,43011025,,p,1,0
2849,43011027,,p,1,0
2850,43011029,,p,1,0
2851,43011030,,p,1,0
2852,43011032,,p,1,0
2853,43011033,,p,1,0
2854,43011034,7,p,1,0
2855,43011035,,p,1,0
2856,43011036,,p,1,0
2857,43011038,,p,1,0
2858,43011039,8,p,1,0
2859,43011045,,p,1,0
2860,43011047,,p,1,0
2861,43011054,,p,1,0
2862,43012001,,p,1,0
2863,43012009,,p,1,0
2864,43012012,,p,1,0
2865,43012014,,p,1,0
2866,43012016,,p,1,0
2867,43012017,,p,1,0
2868,43012024,,p,1,0
2869,43012030,,p,1,0
2870,43012034,,p,1,0
2871,43012036,17,p,1,0
2872,43012038,11,q,0,1
2873,43012038,11,in,0,0
2874,43012038,18,in*,0,0
2875,43012038,18,in,0,0
2876,43012038,-1,in*,0,0
2877,43012038,-1,q*,0,0
2878,43012039,,p,1,0
2879,43012041,,p,1,0
2880,43012042,,p,1,0
2881,43012044,,p,1,0
2882,43013001,,p,1,0
2883,43013005,,p,1,0
2884,43013008,,p,1,0
2885,43013008,13,p,1,0
2886,43013009,,p,1,0
2887,43013010,,p,1,0
2888,43013012,,p,1,0
2889,43013016,,p,1,0
2890,43013018,18,q,0,1
2891,43013018,18,in,0,0
2892,43013018,-1,in*,0,0
2893,43013018,-1,q*,0,0
2894,43013020,,p,1,0
2895,43013021,,p,1,0
2896,43013027,,p,1,0
2897,43013031,,p,1,0
2898,43013034,,p,1,0
2899,43013036,,p,1,0
2900,43013037,,p,1,0
2901,43014001,,p,1,0
2902,43014005,,p,1,0
2903,43014006,,p,1,0
2904,43014008,,p,1,0
2905,43014009,,p,1,0
2906,43014016,,p,1,0
2907,43014011,,p,1,0
2908,43014018,,p,1,0
2909,43014022,,p,1,0
2910,43014025,,p,1,0
2911,43014027,,p,1,0
2912,43014030,,p,1,0
2913,43015001,,p,1,0
2914,43015006,,p,1,0
2915,43015009,,p,1,0
2916,43015012,,p,1,0
2917,43015015,,p,1,0
2919,43015020,,p,1,0
2920,43015022,,p,1,0
2921,43015026,,p,1,0
2922,43016001,,p,1,0
2923,43016004,20,p,1,0
2924,43016016,,p,1,0
2925,43016017,,p,1,0
2926,43016019,,p,1,0
2927,43016023,11,p,1,0
2928,43016025,,p,1,0
2929,43016031,,p,1,0
2930,43016029,,p,1,0
2931,43017001,,p,1,0
2932,43017004,,p,1,0
2933,43017005,,p,1,0
2934,43017009,,p,1,0
2935,43017014,,p,1,0
2936,43017018,,p,1,0
2937,43017024,,p,1,0
2938,43018001,,p,1,0
2939,43018003,,p,1,0
2940,43018004,,p,1,0
2941,43018006,,p,1,0
2942,43018010,,p,1,0
2943,43018012,,p,1,0
2944,43018015,,p,1,0
2945,43018016,9,p,1,0
2946,43018019,,p,1,0
2947,43018022,,p,1,0
2948,43018025,,p,1,0
2949,43018028,,p,1,0
2950,43018029,,p,1,0
2951,43018030,,p,1,0
2952,43018031,,p,1,0
2953,43018031,16,p,1,0
2954,43018033,,p,1,0
2955,43018034,,p,1,0
2956,43018035,,p,1,0
2957,43018036,,p,1,0
2958,43018037,,p,1,0
2959,43018037,13,p,1,0
2960,43018038,,p,1,0
2961,43019001,,p,1,0
2962,43019006,15,p,1,0
2963,43019008,,p,1,0
2964,43019011,,p,1,0
2965,43019012,,p,1,0
2966,43019016,9,p,1,0
2967,43019019,,p,1,0
2968,43019021,,p,1,0
2969,43019022,,p,1,0
2970,43019024,22,q,0,1
2971,43019024,22,in,0,0
2972,43019024,27,in*,0,0
2973,43019024,27,in,0,0
2974,43019024,35,in*,0,0
2975,43019024,35,q*,0,0
2976,43019025,,p,1,0
2977,43019028,,p,1,0
2978,43019031,,p,1,0
2979,43019034,,p,1,0
2980,43019038,,p,1,0
2981,43019039,,p,1,0
2982,43019041,,p,1,0
2983,43020001,,p,1,0
2984,43020003,,p,1,0
2985,43020006,,p,1,0
2986,43020011,,p,1,0
2987,43020014,,p,1,0
2988,43020018,,p,1,0
2989,43020019,,p,1,0
2990,43020021,,p,1,0
2991,43020024,,p,1,0
2992,43020026,,p,1,0
2993,43020030,,p,1,0
2994,43021001,,p,1,0
2995,43021003,,p,1,0
2996,43021004,,p,1,0
2997,43021007,,p,1,0
2998,43021011,,p,1,0
2999,43021012,,p,1,0
3000,43021014,,p,1,0
3001,43021015,,p,1,0
3002,43021020,,p,1,0
3003,43021024,,p,1,0
3004,44003001,,p,1,0
3005,44003009,,p,1,0
3006,44003011,,p,1,0
3007,44003017,,p,1,0
3008,44003022,,p,1,0
3009,44004001,,p,1,0
3010,44004004,,p,1,0
3011,44004005,,p,1,0
3012,44004008,,p,1,0
3013,44004019,,p,1,0
3014,44004023,,p,1,0
3015,44004025,18,qml,0,0
3016,44004025,18,in,0,0
3017,44004025,22,in*,0,0
3018,44004025,22,in,0,0
3019,44004025,-1,in*,0,0
3020,44004026,,in,0,0
3021,44004026,6,in*,0,0
3022,44004026,6,in,0,0
3023,44004026,14,in*,0,0
3024,44004026,14,in,0,0
3025,44004026,-1,in*,0,0
3026,44004026,-1,qml*,0,0
3027,44004029,,p,1,0
3028,44004031,,p,1,0
3029,44004032,,p,1,0
3030,44004036,,p,1,0
3031,44005001,,p,1,0
3032,44005005,,p,1,0
3033,44005007,,p,1,0
3034,44005010,,p,1,0
3035,44005012,,p,1,0
3036,44005021,14,p,1,0
3037,44005029,,p,1,0
3038,44005033,,p,1,0
3039,44005040,,p,1,0
3040,44006001,,p,1,0
3041,44006007,,p,1,0
3042,44006008,,p,1,0
3043,44006011,,p,1,0
3044,44007001,,p,1,0
3045,44007002,,p,1,0
3047,44007008,,p,1,0
3048,44007009,,p,1,0
3049,44007011,,p,1,0
3050,44007014,,p,1,0
3051,44007017,,p,1,0
3052,44007023,,p,1,0
3053,44007030,,p,1,0
3054,44007035,,p,1,0
3056,44007041,,p,1,0
3057,44007047,,p,1,0
3058,44007051,,p,1,0
3059,44007054,,p,1,0
3061,44008001,,p,1,0
3062,44008001,9,p,1,0
3063,44008003,,p,1,0
3064,44008004,,p,1,0
3065,44008012,,p,1,0
3066,44008014,,p,1,0
3067,44008020,,p,1,0
3068,44008024,,p,1,0
3069,44008025,,p,1,0
3070,44008026,,p,1,0
3071,44008029,,p,1,0
3072,44008032,11,qml,0,0
3073,44008032,11,in,0,0
3074,44008032,19,in*,0,0
3075,44008032,19,in,0,0
3076,44008032,28,in*,0,0
3077,44008032,28,in,0,0
3078,44008032,-1,in*,0,0
3080,44008033,,in,0,0
3081,44008033,9,in*,0,0
3082,44008033,9,in,0,0
3083,44008033,16,in*,0,0
3084,44008033,16,in,0,0
3085,44008033,-1,in*,0,0
3086,44008033,-1,qml*,0,0
3087,44008034,,p,1,0
3088,44008036,,p,1,0
3089,44008040,,p,1,0
3090,44009001,,p,1,0
3091,44009003,,p,1,0
3092,44009007,,p,1,0
3093,44009010,,p,1,0
3094,44009017,,p,1,0
3095,44009019,5,p,1,0
3096,44009022,,p,1,0
3097,44009023,,p,1,0
3098,44009026,,p,1,0
3099,44009028,,p,1,0
3100,44009032,,p,1,0
3101,44009036,,p,1,0
3102,44009038,,p,1,0
3103,44009040,,p,1,0
3104,44010001,,p,1,0
3105,44010007,,p,1,0
3106,44010009,,p,1,0
3107,44010013,,p,1,0
3108,44010017,,p,1,0
3109,44010019,,p,1,0
3110,44010021,,p,1,0
3111,44010023,6,p,1,0
3112,44010034,,p,1,0
3113,44010039,,p,1,0
3114,44010044,,p,1,0
3115,44011001,,p,1,0
3116,44011004,,p,1,0
3117,44011011,,p,1,0
3118,44011013,,p,1,0
3119,44011015,,p,1,0
3121,44011018,,p,1,0
3122,44011019,,p,1,0
3123,44011022,,p,1,0
3124,44011025,,p,1,0
3125,44011027,,p,1,0
3126,44012001,,p,1,0
3127,44012005,,p,1,0
3128,44012012,,p,1,0
3129,44012016,,p,1,0
3130,44012018,,p,1,0
3131,44012020,,p,1,0
3132,44012024,,p,1,0
3133,44012025,,p,1,0
3134,44013001,,p,1,0
3135,44013004,,p,1,0
3136,44013008,,p,1,0
3137,44013013,,p,1,0
3138,44013024,,p,1,0
3139,44013026,,p,1,0
3140,44013029,,p,1,0
3141,44013038,,p,1,0
3142,44013040,,p,1,0
3143,44013042,,p,1,0
3144,44013044,,p,1,0
3145,44013048,,p,1,0
3146,44013049,,p,1,0
3147,44014001,,p,1,0
3148,44014004,,p,1,0
3149,44014008,,p,1,0
3150,44014011,,p,1,0
3151,44014014,,p,1,0
3152,44014019,,p,1,0
3153,44014024,,p,1,0
3154,44015001,,p,1,0
3155,44015003,,p,1,0
3156,44015006,,p,1,0
3157,44015012,,p,1,0
3158,44015013,,p,1,0
3159,44015016,,qml,0,0
3160,44015016,,in,0,0
3161,44015016,4,in*,0,0
3162,44015016,4,in,0,0
3163,44015016,13,in*,0,0
3164,44015016,13,in,0,0
3165,44015016,18,in*,0,0
3166,44015016,18,in,0,0
3167,44015016,-1,in*,0,0
3168,44015017,,in,0,0
3169,44015017,11,in*,0,0
3170,44015017,11,in,0,0
3171,44015017,23,in*,0,0
3172,44015017,23,in,0,0
3174,44015017,-1,in*,0,0
3175,44015017,-1,qml*,0,0
3176,44015019,,p,1,0
3177,44015023,6,p,1,0
3178,44015024,,p,1,0
3179,44015030,,p,1,0
3181,44015040,,p,1,0
3182,44016001,,p,1,0
3183,44016004,,p,1,0
3184,44016006,,p,1,0
3185,44016009,,p,1,0
3186,44016011,,p,1,0
3188,44016016,,p,1,0
3189,44016025,,p,1,0
3190,44016027,,p,1,0
3191,44016035,,p,1,0
3192,44017001,,p,1,0
3193,44017005,,p,1,0
3194,44017010,,p,1,0
3195,44017013,,p,1,0
3196,44017015,,p,1,0
3197,44017018,,p,1,0
3198,44017030,,p,1,0
3199,44017032,,p,1,0
3200,44018001,,p,1,0
3201,44018004,,p,1,0
3202,44018007,,p,1,0
3203,44018012,,p,1,0
3204,44018018,,p,1,0
3205,44018024,,p,1,0
3206,44018027,,p,1,0
3207,44019001,,p,1,0
3208,44019008,,p,1,0
3209,44019017,,p,1,0
3210,44019021,,p,1,0
3211,44019023,,p,1,0
3212,44019028,,p,1,0
3213,44019033,,p,1,0
3214,44019035,,p,1,0
3215,44020001,,p,1,0
3216,44020007,,p,1,0
3217,44020009,,p,1,0
3218,44020011,,p,1,0
3219,44020013,,p,1,0
3220,44020017,,p,1,0
3221,44020022,,p,1,0
3222,44020025,,p,1,0
3223,44020028,,p,1,0
3224,44020033,,p,1,0
3225,44020037,,p,1,0
3226,44021001,,p,1,0
3227,44021004,,p,1,0
3228,44021007,,p,1,0
3230,44021008,,p,1,0
3231,44021010,,p,1,0
3232,44021015,,p,1,0
3233,44021018,,p,1,0
3234,44021020,,p,1,0
3235,44021026,,p,1,0
3236,44021030,,p,1,0
3237,44021033,,p,1,0
3238,44021037,,p,1,0
3239,44022011,,p,1,0
3240,44022022,,p,1,0
3241,44022025,,p,1,0
